"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
264,"NCT04434404","Evaluation of the Cardioprotective Effect of L-carnitine and Silymarin in Patients Receiving Anthracycline Chemotherapy","Completed","No Results Available","Breast Cancer","Drug: L-Carnitine 500Mg Oral Tablet","June 16, 2020","Horus University, Damietta, Tanta City, Egypt","https://ClinicalTrials.gov/show/NCT04434404"
265,"NCT04293874","Adaptive Symptom Care Using Fish-Based Nutritional Directives Post Breast Cancer","Suspended","No Results Available","Fatigue|Depression|Pain|Sleep Disturbance|Stress|Survivorship|Breast Cancer|Dietary Habits","Behavioral: Personalized Meal Plan|Behavioral: Dietary Omega-3LC intervention","March 3, 2020","Hartford HealthCare Cancer Institue, Hartford, Connecticut, United States","https://ClinicalTrials.gov/show/NCT04293874"
266,"NCT04359420","What Are the Benefits and Harms of Risk Stratified Screening in the NHS Breast Screening Programme: Study Protocol","Active, not recruiting","No Results Available","Breast Cancer","Other: BC-Predict|Other: NHS Breast Screening Programme","April 24, 2020","Manchester University NHS Foundation Trust, Manchester, Greater Manchester, United Kingdom","https://ClinicalTrials.gov/show/NCT04359420"
267,"NCT04343820","Delayed Breast Reconstruction by Prepectoral Implant After Lipo-preparation (RM2prepec)","Recruiting","No Results Available","Breast Cancer Female","Procedure: Breast reconstruction","April 13, 2020","Institut de Cancérologie de l'Ouest René Gauducheau, Saint-Herblain, France","https://ClinicalTrials.gov/show/NCT04343820"
268,"NCT04294225","Anastrozole and Letrozole After Surgery for the Treatment of Stage I-III Breast Cancer","Recruiting","No Results Available","Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Early-Stage Breast Carcinoma|Invasive Breast Carcinoma|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8","Drug: Anastrozole|Drug: Letrozole","March 4, 2020","Mayo Clinic, Rochester, Minnesota, United States","https://ClinicalTrials.gov/show/NCT04294225"
269,"NCT04249167","Cryoablation, Atezolizumab/Nab-paclitaxel for Locally Advanced or Metastatic Triple Negative Breast Cancer","Recruiting","No Results Available","Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Locally Advanced Breast Carcinoma|Metastatic Triple-Negative Breast Carcinoma|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8","Drug: Atezolizumab|Procedure: Cryosurgery|Drug: Nab-paclitaxel","January 30, 2020","Mayo Clinic in Florida, Jacksonville, Florida, United States","https://ClinicalTrials.gov/show/NCT04249167"
270,"NCT04357652","Contraception and Cervical and Breast Cancer Screening in Obese Versus Non-obese Women","Not yet recruiting","No Results Available","Obesity",,"April 22, 2020","Uhmontpellier, Montpellier, France","https://ClinicalTrials.gov/show/NCT04357652"
271,"NCT04345913","Testing the Addition of Copanlisib to Eribulin for the Treatment of Advanced-Stage Triple Negative Breast Cancer","Not yet recruiting","No Results Available","Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Breast Carcinoma|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage IV Breast Cancer AJCC v8|Triple-Negative Breast Carcinoma|Unresectable Breast Carcinoma","Drug: Copanlisib Hydrochloride|Drug: Eribulin Mesylate","April 15, 2020",,"https://ClinicalTrials.gov/show/NCT04345913"
272,"NCT04343807","Ultrasound Guided PECS Block for Reducing Opioid Consumption and Improving Patient Satisfaction Through Adequate Pain Control Following Breast Cancer Surgery.","Not yet recruiting","No Results Available","Breast Neoplasm Female|Pain, Postoperative|Pain|Analgesia|Anaesthesia|Breast Cancer","Procedure: PECS Block|Other: Control Group","April 13, 2020",,"https://ClinicalTrials.gov/show/NCT04343807"
273,"NCT04378816","A Patient-centered Continuous and Interdisciplinary Shared Decision Making Approach for Breast Cancer Rehabilitation","Recruiting","No Results Available","Shared Decision Making|Self-Efficacy for Decision Making","Other: Shared decision making support tool","May 7, 2020","Taipei Medical University Hospital, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT04378816"
274,"NCT04216472","Nab-paclitaxel and Alpelisib for the Treatment of Anthracycline Refractory Triple Negative Breast Cancer With PIK3CA or PTEN Alterations","Recruiting","No Results Available","Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8|Refractory Breast Carcinoma|Triple-Negative Breast Carcinoma","Drug: Alpelisib|Drug: Nab-paclitaxel","January 2, 2020","M D Anderson Cancer Center, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04216472"
275,"NCT04374747","Fruit and Vegetable Intervention in Lactating Women to Reduce Breast Cancer Risk","Recruiting","No Results Available","Breast Cancer Female|Inflammation|Postpartum Weight Retention|Diet, Healthy|Risk Reduction","Behavioral: Dietary Counseling","May 5, 2020","University of Massachusetts Amherst, Amherst, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04374747"
276,"NCT04333706","A Dose Finding Phase 1 of Sarilumab Plus Capecitabine in HER2/Neu-Negative Metastatic Breast Cancer and a Single-arm, Historically-controlled Phase 2 Study of Sarilumab Plus Capecitabine in Stage I-III Triple Negative Breast Cancer With High-Risk Residual Disease (EMPOWER)","Not yet recruiting","No Results Available","Breast|Metastatic|Triple Negative|Cancer|Disseminated Tumor Cell","Drug: Capecitabine|Combination Product: Sarilumab 150mg or 200 mg plus Capecitabine|Combination Product: Sarilumab 150mg plus Capecitabine","April 3, 2020","UF Health, Gainesville, Florida, United States","https://ClinicalTrials.gov/show/NCT04333706"
277,"NCT04416087","Exercise and Tumor Blood Flow in Breast Cancer Patients","Recruiting","No Results Available","Cancer, Breast","Other: Exercise","June 4, 2020","Turku PET Centre, Turku, Finland","https://ClinicalTrials.gov/show/NCT04416087"
278,"NCT04230109","Sacituzumab Govitecan In TNBC","Not yet recruiting","No Results Available","Invasive Breast Cancer|Triple Negative Breast Cancer|ER-Negative Breast Cancer|PR-Negative Breast Cancer|HER2-negative Breast Cancer","Drug: Sacituzumab Govitecan","January 18, 2020","Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Massachusetts General Hospital - North Shore Cancer Center, Danvers, Massachusetts, United States|Massachusetts General Hospital at Newton-Wellesley Hospital, Newton, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04230109"
279,"NCT04241341","Does Immediate Lymphatic Reconstruction Decrease the Risk of Lymphedema After Axillary Lymph Node Dissection","Recruiting","No Results Available","Breast Cancer Lymphedema","Procedure: Axillary Lymph Node Dissection with Immediate Lymphatic Reconstruction|Procedure: Axillary Lymph Node Dissection without Immediate Lymphatic Reconstruction|Other: quality-of-life questionnaires|Other: measured by arm volume","January 27, 2020","Memoral Sloan Kettering Basking Ridge (Consent Only), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (Consent Only), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (Consent Only), Montvale, New Jersey, United States|Memoral Sloan Kettering Westchester (Consent Only), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center, New York, New York, United States|Memorial Sloan Kettering Nassau (Consent only), Uniondale, New York, United States","https://ClinicalTrials.gov/show/NCT04241341"
280,"NCT04276493","Anti-HER2 Bispecific Antibody ZW25 Activity in Combination With Chemotherapy With/Without Tislelizumab","Recruiting","No Results Available","Breast Cancer|Gastric Cancer|Gastroesophageal Junction Cancer","Biological: ZW25|Drug: Docetaxel|Biological: Tislelizumab|Drug: Capecitabine|Drug: Oxaliplatin","February 19, 2020","National Cancer Center, Goyang-si, Korea, Republic of|Seoul National University Bundang Hospital, Seongnam-si, Korea, Republic of|Seoul National University Hospital, Seoul, Korea, Republic of|Severance Hospital, Yonsei University, Seoul, Korea, Republic of|Asan Medical Center, Seoul, Korea, Republic of|Gangnam Severance Hospital, Yonsei University, Seoul, Korea, Republic of|Samsung Medical Center, Seoul, Korea, Republic of|Seoul Saint Mary's Hospital, Seoul, Korea, Republic of|Chang Gung Memorial Hospital, Kaohsiung, Kaohsiung, Taiwan|China Medical University Hospital, Taichung, Taiwan|National Cheng Kung University Hospital, Tainan, Taiwan|National Taiwan University Hospital, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT04276493"
281,"NCT04434040","Ipatasertib + Atezolizumab to Prevent Recurrence in TNBC","Not yet recruiting","No Results Available","Breast Cancer|Triple Negative Breast Cancer|Residual Cancer|Circulating Tumor DNA","Drug: Atezolizumab|Drug: Ipatasertib","June 16, 2020","Dana-Farber Cancer Institute, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04434040"
282,"NCT04389424","Relationship Between Body Composition, Food Consumption, and Micro and Macronutrients With Gene Expression in Breast Cancer","Recruiting","No Results Available","Breast Cancer|Endocrine Therapy|Endocrine Therapy Adverse Reaction|Vitamin D Deficiency|Nutrition Disorders|Obesity","Drug: Tamoxifen|Drug: Exemestane|Drug: Anastrozole|Diagnostic Test: Basal|Diagnostic Test: Recurrence","May 15, 2020","Instituto Jalisciense de Cancerologia, Guadalajara, Jalisco, Mexico","https://ClinicalTrials.gov/show/NCT04389424"
283,"NCT04247763","Fast Food, Fatigue, and Inflammation","Completed","No Results Available","Breast Cancer","Other: Saturated Fat Meal|Other: Oleic Sunflower Oil Meal","January 30, 2020","Ohio State University Comprehensive Cancer Center, Columbus, Ohio, United States","https://ClinicalTrials.gov/show/NCT04247763"
284,"NCT04440995","The Effects of Perioperative PECS Block During Robotic Breast Surgery and Breast Reconstruction","Not yet recruiting","No Results Available","Breast Neoplasm","Procedure: pectoral nerve block","June 22, 2020","Department of Anesthesiology and Pain Medicine, Yonsei University College of Medicine, Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04440995"
285,"NCT04329819","Satisfaction and QUality of Life After Breast REconstruction","Completed","No Results Available","Mammaplasty|Breast Neoplasm Female",,"April 1, 2020","Institut de Cancerologie de l'Ouest, Saint-Herblain, France","https://ClinicalTrials.gov/show/NCT04329819"
286,"NCT04391296","Capsular Contracture After PMRT Using Prepectoral Versus Subpectoral Implant-based Breast Reconstruction: PREPER Trial","Not yet recruiting","No Results Available","Breast Cancer","Procedure: Arm I (Prepectoral), Arm II (Subpectoral)","May 18, 2020",,"https://ClinicalTrials.gov/show/NCT04391296"
287,"NCT04426136","A Prospective Cohort Study Comparing Disparity in Surgical Procedure (Wide Local Excision Only vs Any Other Surgery Procedures) Among the Elderly Breast Cancer Patients","Not yet recruiting","No Results Available","Breast Cancer|Elderly Patient|Wide Local Excision|Surgery|Survival Outcomes",,"June 11, 2020","Department of Breast Surgery,Peking Union Medical College Hospital, Beijing, Beijing, China","https://ClinicalTrials.gov/show/NCT04426136"
288,"NCT04227613","Aspects of Breast-conserving Surgery","Enrolling by invitation","No Results Available","Breast Neoplasm|Cosmetic Outcome|Quality of Life",,"January 13, 2020","Central Hospital of Kristianstad, Kristianstad, Skåne, Sweden","https://ClinicalTrials.gov/show/NCT04227613"
289,"NCT04446624","Oxidative Stress, Anxiety and Depression in Breast Cancer Patients: Impact of Music Therapy","Completed","No Results Available","Breast Cancer|Depression, Anxiety|Oxidative Stress","Other: Music therapy intervention","June 25, 2020","Department of Translational Medicine, Università del Piemonte Orientale, Novara, Italy","https://ClinicalTrials.gov/show/NCT04446624"
290,"NCT04441827","Using Pranayama and Deep Breathing Exercises to Reduce Cancer-Related Fatigue and Insomnia During Radiotherapy","Completed","No Results Available","Breast Cancer|Fatigue|Insomnia","Other: breathing exercise","June 22, 2020","Ankara Yildirim Beyazıt University, Ankara, Turkey","https://ClinicalTrials.gov/show/NCT04441827"
291,"NCT04368702","CONFIRM: Magnetic Resonance Guided Radiation Therapy","Not yet recruiting","No Results Available","Gastric Cancer|Invasive Breast Cancer|in Situ Breast Cancer","Radiation: Viewray MRIdian® Linac","April 30, 2020","Brigham & Women's Hospital, Boston, Massachusetts, United States|Dana Farber Cancer Institute, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04368702"
292,"NCT04420598","DS-8201a for trEatment of aBc, BRain Mets, And Her2[+] Disease","Active, not recruiting","No Results Available","Advanced Breast Cancer|HER2-positive Breast Cancer|Brain Metastases|Leptomeningeal Metastasis","Drug: Trastuzumab deruxtecan","June 9, 2020","Champalimaud Center for the Unknown, Lisbon, Portugal|Hospital da Luz, Lisbon, Portugal|Hospital Fernando Fonseca, Lisbon, Portugal|Hospital Santa Maria-Centro Hospitalario Lisboa Norte, Lisbon, Portugal|Instituto Português de Oncologia do Porto Francisco Gentil, EPE (IPO Porto), Porto, Portugal|Institut Català d'Oncologica ICO Badalona, Badalona, Spain|Hospital del Mar, Barcelona, Spain|Institut Oncologic Baselga-Hospital Quiron Salud Barcelona, Barcelona, Spain|Hospital San Pedro de Alcantara, Cáceres, Spain|Institut Catala d'Oncologia ICO Hospitalet, L'Hospitalet De Llobregat, Spain|Hospital Universitari Insular de Gran Canaria, Las Palmas De Gran Canaria, Spain|Hospital Clínico San Carlos, Madrid, Spain|Hospital Universitario 12 de Octubre, Madrid, Spain|Hospital Universitario Ramon y Cajal, Madrid, Spain|IOB- Complejo Hospitalario Ruber Juan Bravo, Madrid, Spain|MD Anderson Cancer Center, Madrid, Spain|Hospital Son Llatzer, Palma De Mallorca, Spain|Hospital Universitario Virgen del Rocio, Sevilla, Spain|Consorcio Hospital General de Valencia, Valencia, Spain|Hospital Clinico Universitario de Valencia, Valencia, Spain|Hospital Universitario Migue Servet, Zaragoza, Spain","https://ClinicalTrials.gov/show/NCT04420598"
293,"NCT04364347","Chemotherapy-induced Circadian Rhythm Disruption","Recruiting","No Results Available","Breast Neoplasms",,"April 28, 2020","Seoul National University Hospital, Seoul, Jongno-gu, Korea, Republic of","https://ClinicalTrials.gov/show/NCT04364347"
294,"NCT04270136","Feasibility of Total Mastectomy in Ambulatory Care","Not yet recruiting","No Results Available","Breast Cancer|Mastectomy|Ambulatory Care","Procedure: total mastectomy","February 17, 2020","CHU Amiens, Amiens, France","https://ClinicalTrials.gov/show/NCT04270136"
