"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
897,"NCT04413955","Registry of Seraph®-100 Microbind® Affinity Blood Filter for COVID-19 Under EUA","Not yet recruiting","No Results Available","COVID-19|SARS-CoV 2","Device: Seraph®-100 Microbind® Affinity Blood Filter","June 4, 2020",,"https://ClinicalTrials.gov/show/NCT04413955"
898,"NCT04384471","Covid-19 Pandemic: Patients' Experience in T1D","Enrolling by invitation","No Results Available","Type1diabetes|Covid19","Other: Online survey","May 12, 2020","Institut de Recherches Cliniques de Montréal, Montreal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT04384471"
899,"NCT04449380","Clinical Study for the Treatment With Interferon-ß-1a (IFNß-1a) of COVID-19 Patients","Not yet recruiting","No Results Available","COVID-19 Virus Infection","Drug: Interferon-ß-1a|Combination Product: Standard of Care (SOC)","June 26, 2020","IRCCS Ospedale San Raffaele, Milano, Italy","https://ClinicalTrials.gov/show/NCT04449380"
900,"NCT04407468","Awake Prone Positioning and Oxygen Therapy in Patients With COVID-19","Recruiting","No Results Available","COVID|ARDS|Pneumonia","Procedure: Prone position","May 29, 2020","Hospital Materno Celaya, Celaya, Guanajuato, Mexico|Hospital Santo Tomas, Querétaro City, Queretaro, Mexico|Hospital General San Juan del Rio, Querétaro City, Queretaro, Mexico|ISSSTE Hospital Regional Merida, Mérida, Yucatan, Mexico|Hospital General de Zona 48 San PEDRO Xalpa IMSS, Estado De México, Mexico|Hospital Fernando Quiroz Gutierrez, Mexico City, Mexico","https://ClinicalTrials.gov/show/NCT04407468"
901,"NCT04363203","VA Remote and Equitable Access to COVID-19 Healthcare Delivery (VA-REACH TRIAL)","Suspended","No Results Available","SARS-CoV-2|COVID-19","Drug: Hydroxychloroquine|Drug: Azithromycin|Drug: Placebo oral tablet","April 27, 2020","San Francisco VA, San Francisco, California, United States","https://ClinicalTrials.gov/show/NCT04363203"
902,"NCT04394793","Low Dose Radiation Therapy for Covid-19 Pneumonia","Recruiting","No Results Available","COVID-19|Pneumonia","Radiation: Low dose radiation therapy","May 19, 2020","All India Institute of Medical Sciences, New Delhi, New Delhi, Delhi, India","https://ClinicalTrials.gov/show/NCT04394793"
903,"NCT04343781","National Survey of Symptoms of People Aged 70 and Overs Diagnosed With COVID-19","Completed","No Results Available","SARS-CoV-2|COVID-19","Other: observation","April 13, 2020","Angers University Hospital, Angers, France","https://ClinicalTrials.gov/show/NCT04343781"
904,"NCT04393558","Wearable Sensor to Monitor COVID-19 Like Signs and Symptoms","Recruiting","No Results Available","COVID-19|Healthy Control","Device: ADAM Sensor","May 19, 2020","Shirley Ryan AbilityLab, Chicago, Illinois, United States","https://ClinicalTrials.gov/show/NCT04393558"
905,"NCT04353271","Trial of Hydroxychloroquine In Covid-19 Kinetics","Active, not recruiting","No Results Available","Covid 19|Corona Virus Infection","Drug: Hydroxychloroquine|Other: Placebo","April 20, 2020","University of South Alabama, Mobile, Alabama, United States","https://ClinicalTrials.gov/show/NCT04353271"
906,"NCT04343248","Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF)","Recruiting","No Results Available","COVID-19|Viral Respiratory Illnesses","Drug: Nitazoxanide|Drug: Placebo|Dietary Supplement: Vitamin Super B-Complex","April 13, 2020","The Chappel Group Research, Kissimmee, Florida, United States|Clinical Trial Specialists, Inc., Acworth, Georgia, United States|Centex Studies, Inc., Lake Charles, Louisiana, United States|Centex Studies, Inc., Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04343248"
907,"NCT04413838","Efficiency and Security of NIVOLUMAB Therapy in Obese Individuals With COVID-19(COrona VIrus Disease) Infection","Not yet recruiting","No Results Available","Obesity, COVID-19 Infection","Drug: NIVOLUMAB|Other: Routine standard of care","June 4, 2020","Hôpital Lyon Sud Service Endocrinologie, Diabète et Nutrition, Pierre-Bénite, France","https://ClinicalTrials.gov/show/NCT04413838"
908,"NCT04389554","D-dimer Levels in Pregnant With COVID-19","Completed","No Results Available","COVID-19|D-dimer","Other: Blood D-dimer assay","May 15, 2020","Kanuni Sultan Suleyman Training and Research Hospital, Istanbul, Turgut Ozal, Turkey","https://ClinicalTrials.gov/show/NCT04389554"
909,"NCT04367805","COVID-19 Infection in Patients With Hepatocellular Carcinoma","Recruiting","No Results Available","Hepatocellular Carcinoma|COVID-19","Diagnostic Test: nasopharyngeal Covid 19 RT-PCR","April 29, 2020","CHU Amiens, Amiens, France","https://ClinicalTrials.gov/show/NCT04367805"
910,"NCT04405492","Evaluation of Rapid Diagnostic Solutions, Serological and Molecular Tests for COVID-19","Not yet recruiting","No Results Available","SARS-CoV 2|COVID-19","Device: Taking blood samples (capillary and venous), saliva sampling and nasopharyngeal sampling.|Device: Capillary and salivary sampling","May 28, 2020",,"https://ClinicalTrials.gov/show/NCT04405492"
911,"NCT04252664","A Trial of Remdesivir in Adults With Mild and Moderate COVID-19","Suspended","No Results Available","COVID-19|SARS-CoV-2","Drug: Remdesivir|Drug: Remdesivir placebo","February 5, 2020","Jin Yin-tan hospital, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04252664"
912,"NCT04362124","Performance Evaluation of BCG Vaccination in Healthcare Personnel to Reduce the Severity of SARS-COV-2 Infection","Not yet recruiting","No Results Available","COVID-19","Biological: vaccine BCG|Other: Placebo","April 24, 2020","Program for Research and Control in Tropical Diseases - PECET, Medellín, Antioquia, Colombia","https://ClinicalTrials.gov/show/NCT04362124"
913,"NCT04348240","Transmissibility and Viral Load of SARS-CoV-2 in Oral Secretions","Recruiting","No Results Available","COVID-19",,"April 16, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT04348240"
914,"NCT04397614","Mobile Health Study and Enhanced Symptom Monitoring in COVID-19 Cancer Patients","Not yet recruiting","No Results Available","Sars-CoV2|Covid-19","Other: mHealth Assessments","May 21, 2020","Stephenson Cancer Center, Oklahoma City, Oklahoma, United States","https://ClinicalTrials.gov/show/NCT04397614"
915,"NCT04319731","A Pilot Study of Human Amniotic Fluid for COVID19 Associated Respiratory Failure","Recruiting","No Results Available","SARS CoV-2 Infection","Biological: Human Amniotic Fluid","March 24, 2020","University of Utah Health, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT04319731"
916,"NCT04385017","Role of Inflammasomes in COVID-19 Disease","Recruiting","No Results Available","COVID-19 by SARS-CoV-2 Infection","Other: COVID-19 patients","May 12, 2020","Ch Cannes, Réanimation, Cannes, Alpes Maritimes, France|CHU de nice, Nice, Alpes-Maritimes, France","https://ClinicalTrials.gov/show/NCT04385017"
917,"NCT04340479","The Use of Ultrasound in Establishing COVID-19 Infection as Part of a Trauma Evaluation","Not yet recruiting","No Results Available","COVID|Trauma|Ultrasound","Diagnostic Test: Ultrasound lung imaging as part of FAST+ evaluation","April 9, 2020","Children's Hospital Colorado, Aurora, Colorado, United States","https://ClinicalTrials.gov/show/NCT04340479"
918,"NCT04329559","COVID-19 in Patients With Pre-existing Cirrhosis (COVID-Cirrhosis-CHESS2002): A Multicentre Observational Study","Recruiting","No Results Available","COVID-19|Liver Cirrhosis",,"April 1, 2020","Dalian Sixth People's Hospital, Dalian, China|Minda Hospital Affiliated to Hubei University for Nationalities, Enshi, China|The Central Hospital of Enshi Tujia And Miao Autonomous Prefecture, Enshi, China|The First Hospital of Lanzhou University, Lanzhou, China|The Central Hospital of Lishui City, Lishui, China|Guangxi Zhuang Autonomous Region, Nanning, China|The Sixth Peoples Hospital of Shenyang, Shenyang, China|Shenzhen Third People's Hospital, Shenzhen, China|Suizhou Hospital, Hubei University of Medicine, Suizhou, China|Tianjin Second People's Hospital, Tianjin, China|Ankang Central Hospital, Wuhan, China|Renmin Hospital of Wuhan University, Wuhan, China|Wuhan Union Hospital, Wuhan, China|Xingtai People's Hospital, Xingtai, China|The Affiliated Third Hospital of Jiangsu University, Zhenjiang, China","https://ClinicalTrials.gov/show/NCT04329559"
919,"NCT04426253","Identification of Genetic Factors Determining Disease Course in the New Type of Coronavirus Infection, COVID-19","Active, not recruiting","No Results Available","COVID-19|Sars-CoV2",,"June 11, 2020","University of Pécs 1st Department of Internal Medicine Intensive Care Unit, Pécs, Hungary|University of Pécs First Department of Internal Medicine, Pécs, Hungary|University of Pécs Infection Department of the Coronavirus Center, Pécs, Hungary|University of Pécs Institute of Laboratory Medicine, Pécs, Hungary|University of Pécs Szentágotahi Research Centre, Pécs, Hungary|University of Pécs Szentágothai Research Centre Genomics and Bioinformatics Core Facility, Pécs, Hungary|University of Szeged Szentágothai Research Centre Virology Research Group, Pécs, Hungary|University of Szeged Department of Anaesthesiology And Inthensive Therapy, Szeged, Hungary|University of Szeged Department of Dermatology and Allergology, Szeged, Hungary|University of Szeged Department of Medical Biology, Szeged, Hungary|University of Szeged Department of Paediatrics, Szeged, Hungary|University of Szeged First Department of Medicine, Szeged, Hungary|University of Szeged Institute of Clinical Microbiology, Szeged, Hungary|University of Szeged Institute of Medical Microbiology and Immunobiology, Szeged, Hungary","https://ClinicalTrials.gov/show/NCT04426253"
920,"NCT04405921","Hydroxychloroquine, Azithromycin in the Treatment of Covid-19","Not yet recruiting","No Results Available","SARS-CoV-2 Pneumonia|COVID-19","Drug: Hydroxychloroquine 200 Mg Oral Tablet|Drug: Azithromycin 250 MG","May 28, 2020","University Hospital Farhat Hached, Sousse, Tunisia","https://ClinicalTrials.gov/show/NCT04405921"
921,"NCT04446065","Protection of Health Workers Against COVID-19","Not yet recruiting","No Results Available","COVID-19|SARS-CoV2","Drug: Previfenon®|Drug: Placebo","June 24, 2020",,"https://ClinicalTrials.gov/show/NCT04446065"
922,"NCT04357535","Prognosis of Coronavirus Disease 2019 (COVID-19) Patients Receiving Receiving Antihypertensives","Recruiting","No Results Available","COVID-19","Drug: Angiotensin-Converting Enzyme Inhibitors (ACE-I) and Angiotensin II Receptor Blockers (ARB)","April 22, 2020","King Faisal Specialist Hospital & Research Centre, Riyadh, Saudi Arabia","https://ClinicalTrials.gov/show/NCT04357535"
923,"NCT04403035","Comparison of the ID NOW and Accula Point-of-Care Assays for Detection of COVID-19","Recruiting","No Results Available","Covid-19","Diagnostic Test: ID NOW vs. Accula","May 27, 2020","Ascension St. John Hospital, Detroit, Michigan, United States","https://ClinicalTrials.gov/show/NCT04403035"
924,"NCT04318301","Hypertension in Patients Hospitalized With COVID-19","Completed","No Results Available","COVID-19|Hypertension",,"March 23, 2020","Hankou Hospital, Hankou, Hubei, China","https://ClinicalTrials.gov/show/NCT04318301"
925,"NCT04318431","Prevalence of SARS -Cov2 Carriage in Asymptomatic and Mildly-symptomatic Children","Active, not recruiting","No Results Available","Covid19","Diagnostic Test: Data collection and rhinopharyngeal swab","March 24, 2020","Cabinet du Dr Belaroussi, Boulogne, France|Cabinet du Dr Derkx, Champigny-sur-Marne, France|Cabinet du Dr Coicadan, Chennevières-sur-Marne, France|14 Av rené Samuel, Clamart, France|Cabinet du Dr Corrard, Combs-la-Ville, France|10 rue Delambre, Lagny-sur-Marne, France|157 Avenue du Général Leclerc, Maisons-Alfort, France|21 Grande Rue Charles de Gaulle, Nogent-sur-Marne, France|Cabinet du Dr Deberdt, Nogent-sur-Marne, France|Cabinet du Dr Wollner, Nogent-sur-Marne, France|4 allée des Norottes, Noisy-le-Grand, France|Cabinet du Dr D'acremont, Paris, France|146 Avenue Ledru Rollin, Paris, France|132 Boulevard du Montparnasse, Paris, France|Cabinet du Dr Romain, Paris, France|Cabinet du Dr Turberg-Romain, Paris, France|15 Quai Louis Blériot, Paris, France|Cabinet du Dr Michot, Paris, France|24 rue Volta, Puteaux, France|Cabinet du Dr Cohen, Saint-Maur-des-Fossés, France|Cabinet de Pédiatrie des Docteurs Ravilly et Bessa, Villejuif, France|13 Villa Beauséjour, Vincennes, France","https://ClinicalTrials.gov/show/NCT04318431"
926,"NCT04358068","Evaluating the Efficacy of Hydroxychloroquine and Azithromycin to Prevent Hospitalization or Death in Persons With COVID-19","Active, not recruiting","No Results Available","COVID-19|SARS-CoV 2","Drug: Hydroxychloroquine (HCQ)|Drug: Azithromycin (Azithro)|Drug: Placebo for Hydroxychloroquine|Drug: Placebo for Azithromycin","April 22, 2020","Alabama CRS, Birmingham, Alabama, United States|UCSD Antiviral Research Center CRS, San Diego, California, United States|Harbor-UCLA CRS, Torrance, California, United States|Whitman-Walker Health CRS, Washington, District of Columbia, United States|Northwestern University CRS, Chicago, Illinois, United States|Rush University CRS, Chicago, Illinois, United States|Greensboro CRS, Greensboro, North Carolina, United States|Cincinnati Clinical Research Site, Cincinnati, Ohio, United States|University of Pittsburgh CRS, Pittsburgh, Pennsylvania, United States|Trinity Health and Wellness Center CRS, Dallas, Texas, United States|University of Washington AIDS CRS, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT04358068"
927,"NCT04397172","Intensive Care Associated Complications and Outcome of Acute Respiratory Distress Syndrome Due to COVID-19","Recruiting","No Results Available","COVID|Corona Virus Infection|Sars-CoV2","Procedure: Study Arm","May 21, 2020","Inselspital Bern, Bern, Switzerland","https://ClinicalTrials.gov/show/NCT04397172"
928,"NCT04361526","Pilot Study on Cytokine Filtration in COVID-19 ARDS","Recruiting","No Results Available","Coronavirus Infection|Acute Respiratory Distress Syndrome|COVID","Device: Cytokine Adsorption","April 24, 2020","Hospital Clínic de Barcelona, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT04361526"
929,"NCT04377815","Finding Out if COVID-19 Infection Can be pREdicted by ChAnges in Smell and/or Taste","Recruiting","No Results Available","COVID-19|Anosmia","Other: General Public cohort","May 6, 2020","University College London Hospital, London, United Kingdom|GP Practices, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04377815"
930,"NCT04280588","Fingolimod in COVID-19","Recruiting","No Results Available","Coronavirus Disease (COVID-19)","Drug: Fingolimod 0.5 mg","February 21, 2020","Wan-Jin Chen, Fuzhou, China","https://ClinicalTrials.gov/show/NCT04280588"
931,"NCT04402814","IgG/IgM Antibody Test in Patients Who Have Tested Negative or Positive for COVID-19 With Nasopharyngeal PCR Testing.","Recruiting","No Results Available","SARS-CoV 2","Diagnostic Test: Clungene rapid test cassette","May 27, 2020","Fadi A. Haddad MD Inc., La Mesa, California, United States|Sharp Grossmont Hospital, La Mesa, California, United States|Sharp Memorial Hosptial, San Diego, California, United States","https://ClinicalTrials.gov/show/NCT04402814"
932,"NCT04374084","Moxibustion Plus Cupping in Convalescent Patients With COVID-19","Recruiting","No Results Available","COVID-19|Convalescence","Other: Moxibustion plus Cupping","May 5, 2020","Hubei Province Hospital, Wuhan, Hubei, China","https://ClinicalTrials.gov/show/NCT04374084"
933,"NCT04345315","Correlative Study on Cancer Patients and Healthcare Professionals Exposed to Infection by Severe Acute Respiratory Syndrome-Corona Virus-2 (SARS-Cov-2), COVID-19 Causative Agent.","Recruiting","No Results Available","COVID-19|SARS-CoV-2","Other: serological test|Other: Rapid molecular test|Genetic: Next generation Sequencing (NGS) analysis|Other: serum chemistry analysis","April 14, 2020","UO Microbiologia,Centro Servizi Pievesestina, AUSL Romagna, Cesena, FC, Italy|Irst Irccs, Meldola, FC, Italy","https://ClinicalTrials.gov/show/NCT04345315"
934,"NCT04354259","Interferon Lambda for Immediate Antiviral Therapy at Diagnosis in COVID-19","Recruiting","No Results Available","Sars-CoV2|Covid-19","Drug: Peginterferon Lambda-1A|Other: placebo","April 21, 2020","Toronto General Hospital, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04354259"
935,"NCT04412538","Safety and Immunogenicity Study of an Inactivated SARS-CoV-2 Vaccine for Preventing Against COVID-19","Recruiting","No Results Available","COVID-19","Biological: Low dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 28-day schedule|Biological: Low dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 14-day schedule|Biological: Medium dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 28-day schedule|Biological: Medium dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 14-day schedule|Biological: High dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 28-day schedule|Biological: High dosage Inactivated SARS-CoV-2 Vaccine on a 0- and 14-day schedule|Biological: Placebo on a 0- and 28-day schedule|Biological: Placebo on a 0- and 14-day schedule","June 2, 2020","West China Second University Hospital, Sichuan University / West China women's and children's Hospital, Chengdu, Sichuan, China","https://ClinicalTrials.gov/show/NCT04412538"
936,"NCT04370275","Accuracy of Lung Ultrasound in the Diagnosis of covid19 Pneumonia","Recruiting","No Results Available","COVID-19|Pneumonia, Viral",,"April 30, 2020","SC Pronto Soccorso e Medicina d'Urgenza, Latisana, Udine, Italy","https://ClinicalTrials.gov/show/NCT04370275"
937,"NCT04363749","COVID-19 Infection: Exploration of Respiratory Control Center Abnormalities","Not yet recruiting","No Results Available","Covid19|Neurological Complication","Other: hypoxia : 14.3 and 12.7% FIO2, hypercapnia 7% CO2, inspiratory mechanical constraint","April 27, 2020",,"https://ClinicalTrials.gov/show/NCT04363749"
938,"NCT04371432","Genetics of COVID-19 Susceptibility and Manifestations","Recruiting","No Results Available","COVID-19|Coronavirus 2019",,"May 1, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT04371432"
939,"NCT04389944","Amotosalen-Ultraviolet A Pathogen-Inactivated Convalescent Plasma in Addition to Best Supportive Care and Antiviral Therapy on Clinical Deterioration in Adults Presenting With Moderate to Severe COVID-19","Recruiting","No Results Available","Coronavirus Disease 2019 Infectious Disease (COVID-19 Infection)","Other: convalescent plasma application to SARS-CoV-2 infected patients","May 15, 2020","Blutspendezentrum SRK beider Basel, University Hospital Basel, Basel, Switzerland","https://ClinicalTrials.gov/show/NCT04389944"
940,"NCT04381286","Transpulmonary Driving Pressure in ARDS COVID19 Patients","Recruiting","No Results Available","Mechanical Ventilation|SARS-CoV-2|COVID-19",,"May 8, 2020","Uhmontpellier, Montpellier, France","https://ClinicalTrials.gov/show/NCT04381286"
941,"NCT04411433","Efficacy and Safety of Hydroxychloroquine and Favipiravir in the Treatment of Mild to Moderate COVID-19","Recruiting","No Results Available","Sars-CoV2|COVID-19","Drug: Favipiravir (3200 mg + 1200 mg)|Drug: Favipiravir (3600 mg + 1600 mg)|Drug: Favipiravir (3200 mg + 1200 mg) combined with Hydroxychloroquine|Drug: Favipiravir (3200 mg + 1200 mg) combined with Azithromycin|Drug: Hydroxychloroquine|Drug: Hydroxychloroquine combined with Azithromycin","June 2, 2020","Hacettepe University, School of Medicine, Ankara, Turkey","https://ClinicalTrials.gov/show/NCT04411433"
942,"NCT04400032","Cellular Immuno-Therapy for COVID-19 Acute Respiratory Distress Syndrome - Vanguard","Not yet recruiting","No Results Available","Acute Respiratory Distress Syndrome|Covid19","Biological: Mesenchymal Stromal Cells","May 22, 2020","The Ottawa Hospital, Ottawa, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04400032"
943,"NCT04435808","Efficacy of Hydroxychloroquine Prophylaxis for Health Care Workers at High Risk for COVID-19","Recruiting","No Results Available","COVID-19","Drug: Hydroxychloroquine","June 17, 2020","University of New Mexico Health Sciences Center, Albuquerque, New Mexico, United States","https://ClinicalTrials.gov/show/NCT04435808"
944,"NCT04336332","Randomized Comparison of Combination Azithromycin and Hydroxychloroquine vs. Hydroxychloroquine Alone for the Treatment of Confirmed COVID-19","Recruiting","No Results Available","SARS-CoV-2|COVID-19","Combination Product: Hydroxychloroquine Sulfate + Azithromycin|Drug: Hydroxychloroquine Sulfate","April 7, 2020","Saint Barnabas Medical Center, Livingston, New Jersey, United States|Monmouth Medical Center, Long Branch, New Jersey, United States|Morristown Medical Center, Morristown, New Jersey, United States|Robert Wood Johnson University Hopsital, New Brunswick, New Jersey, United States|Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States|The University Hospital, Newark, New Jersey, United States|Overlook Hospital, Summit, New Jersey, United States","https://ClinicalTrials.gov/show/NCT04336332"
945,"NCT04352608","Safety and Immunogenicity Study of Inactivated Vaccine for Prophylaxis of SARS CoV-2 Infection (COVID-19)","Recruiting","No Results Available","COVID-19","Biological: Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule|Biological: Two doses of high dosage inactivated SARS-CoV-2 vaccine at the emergency vaccination schedule|Biological: Two doses of placebo at the emergency vaccination schedule|Biological: Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule|Biological: Two doses of high dosage inactivated SARS-CoV-2 vaccine at the routine vaccination schedule|Biological: Two doses of placebo at the routine vaccination schedule","April 20, 2020","Suining County Center for Disease Control and Prevention, Xuzhou, Jiangsu, China","https://ClinicalTrials.gov/show/NCT04352608"
946,"NCT04383574","Safety and Immunogenicity Study of Inactivated Vaccine for Prevention of SARS-CoV-2 Infection(COVID-19)","Not yet recruiting","No Results Available","COVID-19","Biological: Two doses of low dosage inactivated SARS-CoV-2 vaccine at the schedule of day 0,28|Biological: Two doses of medium dosage inactivated SARS-CoV-2 vaccine at the schedule of day 0,28|Biological: Two doses of high dosage inactivated SARS-CoV-2 vaccine at the schedule of day 0,28|Other: Two doses of placebo at the schedule of day 0,28","May 12, 2020","Renqiu City Center for Disease Control and Prevention, Renqiu, Hebei, China","https://ClinicalTrials.gov/show/NCT04383574"
947,"NCT04379154","Analysis of Volatile Organic Compounds by Electronic Noses in Hospitalised Patients for an Infection by SARS-CoV-2 (COVID-19)","Recruiting","No Results Available","COVID-19","Device: Volatile Organic Compounds analysis","May 7, 2020","Hôpital Foch, Suresnes, France","https://ClinicalTrials.gov/show/NCT04379154"
948,"NCT04346017","Evaluation of Interleukine 6 (and Other Cytokines and Inflammatory Markers) in COVID-19 Patients With a Systemic Inflammatory Response Syndrome","Recruiting","No Results Available","COVID-19","Diagnostic Test: Cytokines dosage|Diagnostic Test: Complement dosage","April 15, 2020","CHU Brugmann, Brussels, Belgium","https://ClinicalTrials.gov/show/NCT04346017"
949,"NCT04331106","Survey of the Anxiety Associated With the COVID-19 Pandemic","Recruiting","No Results Available","Anxiety Related to the COVID-19 Pandemic","Diagnostic Test: Online Questionnaire","April 2, 2020","Charité-Universitätsmedizin Berlin - Department of Psychiatry and Psychotherapy, Berlin, Germany","https://ClinicalTrials.gov/show/NCT04331106"
950,"NCT04344457","Evaluate the Efficacy and Safety of Oral Hydroxychloroquine, Indomethacin and Zithromax in Subjects With Mild Symptoms of COVID-19","Recruiting","No Results Available","COVID-19","Drug: Hydroxychloroquine|Drug: Indomethacin|Drug: Zithromax Oral Product","April 14, 2020","Perseverance Research Center, Scottsdale, Arizona, United States|Covidcraz 19, Llc, New Orleans, Louisiana, United States","https://ClinicalTrials.gov/show/NCT04344457"
951,"NCT04393961","At-Home COVID-19 Antibody Test Usability Assessment & Behavior Change Study","Recruiting","No Results Available","COVID19|COVID-19|Coronavirus","Device: Premier Biotech COVID-19 IgG/IgM Rapid test Cassette","May 19, 2020","ProofPilot Online App (https://p.proofpilot.com), New York, New York, United States","https://ClinicalTrials.gov/show/NCT04393961"
952,"NCT04368988","Evaluation of the Safety and Immunogenicity of a SARS-CoV-2 rS (COVID-19) Nanoparticle Vaccine With/Without Matrix-M Adjuvant","Recruiting","No Results Available","COVID-19","Biological: SARS-CoV-2 rS|Other: Matrix-M Adjuvant|Other: NSS Saline Placebo","April 30, 2020","Investigational Research Site 1, Herston, Queensland, Australia|Investigational Research Site 2, Melbourne, Victoria, Australia","https://ClinicalTrials.gov/show/NCT04368988"
953,"NCT04414124","A Clinical Study to Assess the Natural History of COVID-19 and Effects of KB109 and Supportive Self-care in Outpatients With Mild-to-moderate COVID-19","Recruiting","No Results Available","Mild-to-moderate COVID-19","Other: KB109 + Self Supportive Care (SSC)|Other: Self Supportive Care (SSC) Alone","June 4, 2020","Medical Center for Clinical Research, San Diego, California, United States|Mount Vernon Clinical Research, Atlanta, Georgia, United States|University of Massachusetts Medical School, Worcester, Massachusetts, United States|Wake Research - Clinical Research Center of Nevada, LLC, Las Vegas, Nevada, United States|Carolina Institute For Clinical Research, Fayetteville, North Carolina, United States|M3 Wake Research, Inc, Raleigh, North Carolina, United States|ClinSearch LLC, Chattanooga, Tennessee, United States|Global Medical Research, DeSoto, Texas, United States","https://ClinicalTrials.gov/show/NCT04414124"
954,"NCT04406090","Endovascular Thrombectomy in COVID-19 Infected Patients","Recruiting","No Results Available","Ischemic Stroke|Covid 19","Other: Mechanical Trombectomy","May 28, 2020","Uhmontpellier, Montpellier, France","https://ClinicalTrials.gov/show/NCT04406090"
955,"NCT04420741","Infusion of Prostacyclin (Iloprost) vs Placebo for 72-hours in COVID-19 Patients With Respiratory Failure","Recruiting","No Results Available","COVID-19|Respiratory Failure","Drug: Iloprost|Drug: Isotonic saline","June 9, 2020","Dept. of Anaesthesia and Intensive Care, Bispebjerg Hospital, Copenhagen, Denmark|Dept. of Intensive Care, Copenhagen University Hospital, Rigshospitalet, Copenhagen, Denmark|Dept. of Intensive Care, Copenhagen University Hospital Herlev, Herlev, Denmark|Dept. of Anaesthesia and Intensive Care, Nordsjaelands Hospital, Hillerød, Denmark|Dept. of Anaesthesia and Intensive Care, Hvidovre Hospital, Hvidovre, Denmark","https://ClinicalTrials.gov/show/NCT04420741"
956,"NCT04351152","Phase 3 Study to Evaluate Efficacy and Safety of Lenzilumab in Hospitalized Patients With COVID-19 Pneumonia","Recruiting","No Results Available","Coronavirus Disease 2019 (COVID-19) Pneumonia","Biological: Lenzilumab|Drug: Standard of Care","April 17, 2020","Mayo Clinic, Phoenix, Arizona, United States|Mayo Clinic, Jacksonville, Florida, United States|AdventHealth Orlando, Orlando, Florida, United States|Emory University, Atlanta, Georgia, United States|Mayo Clinic, Rochester, Minnesota, United States|Dartmouth-Hitchcock, Lebanon, New Hampshire, United States|Atrium Health, Charlotte, North Carolina, United States|Texas Health, Dallas, Texas, United States","https://ClinicalTrials.gov/show/NCT04351152"
957,"NCT04375735","London's Exogenous Surfactant Study for COVID19","Not yet recruiting","No Results Available","ARDS, Human|COVID-19","Drug: Bovine Lipid Extract Surfactant","May 5, 2020",,"https://ClinicalTrials.gov/show/NCT04375735"
958,"NCT04336384","Impact of Covid-19 in Congenital Heart Disease","Recruiting","No Results Available","Congenital Heart Disease|Covid-19",,"April 7, 2020","Uh Montpellier, Montpellier, France","https://ClinicalTrials.gov/show/NCT04336384"
959,"NCT04344938","Covid 19 Pandemic. Emerging Legal and Ehical Disputes Over Patient Confidentiality","Not yet recruiting","No Results Available","Covid 19 Pandemic From Ethical View","Other: questionnair about Emerging Legal and Ehical Disputes Over Patient Confidentiality","April 14, 2020",,"https://ClinicalTrials.gov/show/NCT04344938"
960,"NCT04405986","Exploring Brain Damages After COVID-19 Infection","Recruiting","No Results Available","SARS-CoV 2","Procedure: Auditory Evoked Potentials (AEP)|Procedure: Blink and Masseter Inhibitory Reflex","May 28, 2020","CHU de Bordeaux, Bordeaux, France","https://ClinicalTrials.gov/show/NCT04405986"
