role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Study Chair,Zheng zhuanfang,Second Clinical College of Guangzhou University of Traditional Chinese Medicine,,NCT04442035,zheng zhuanfang,zheng,male,0.75,828,195,NCT04442035,5-element Music Therapy on Patients With Breast Cancer,Completed,No Results Available,"Breast Cancer Female|Quality of Life|Depression, Anxiety",Behavioral: 5-element music therapy,"June 22, 2020","Guangdong Provincial Chinese medicine hospital, Guangzhou, Guangdong, China",https://ClinicalTrials.gov/show/NCT04442035
Study Director,"Isabelle Demeestere, MD, PhD",CUB-Hôpital Erasme,,NCT04289805,isabelle demeestere,isabelle,female,0.99,89728,196,NCT04289805,Controlled Ovarian Stimulation in Newly Diagnosed Breast Cancer PatiEnts (fAMHOPE),Recruiting,No Results Available,Breast Neoplasm Malignant Female,Drug: Letrozole|Other: standard-stimulated cohort,"February 28, 2020","CUB-Hôpital Erasme, Brussel, Belgium|CHC-Saint Vincent, Liège, Belgium|Centre Oscar Lambret, Lille, France|CHRU Lille, Lille, France",https://ClinicalTrials.gov/show/NCT04289805
Study Chair,"Matteo Lambertini, MD, PhD",ULB,,NCT04289805,matteo lambertini,matteo,male,0.99,69199,196,NCT04289805,Controlled Ovarian Stimulation in Newly Diagnosed Breast Cancer PatiEnts (fAMHOPE),Recruiting,No Results Available,Breast Neoplasm Malignant Female,Drug: Letrozole|Other: standard-stimulated cohort,"February 28, 2020","CUB-Hôpital Erasme, Brussel, Belgium|CHC-Saint Vincent, Liège, Belgium|Centre Oscar Lambret, Lille, France|CHRU Lille, Lille, France",https://ClinicalTrials.gov/show/NCT04289805
Study Chair,"Christine Decanter, MD",CHRU Lille,,NCT04289805,christine decanter,christine,female,0.99,91004,196,NCT04289805,Controlled Ovarian Stimulation in Newly Diagnosed Breast Cancer PatiEnts (fAMHOPE),Recruiting,No Results Available,Breast Neoplasm Malignant Female,Drug: Letrozole|Other: standard-stimulated cohort,"February 28, 2020","CUB-Hôpital Erasme, Brussel, Belgium|CHC-Saint Vincent, Liège, Belgium|Centre Oscar Lambret, Lille, France|CHRU Lille, Lille, France",https://ClinicalTrials.gov/show/NCT04289805
Study Chair,"Thorsten Kühn, Prof.",EUROPEAN BREAST CANCER RESEARCH ASSOCIATION OF SURGICAL TRIALISTS,,NCT04373655,thorsten kühn,thorsten,male,1.0,9772,199,NCT04373655,AXillary Surgery After NeoAdjuvant Treatment,Recruiting,No Results Available,Breast Cancer,,"May 4, 2020","Department of Gynecology and Obstetrics, University of Aachen, Aachen, Germany",https://ClinicalTrials.gov/show/NCT04373655
Study Director,"Pierre FUMOLEAU, PhD",Institut Curie,,NCT04327063,pierre fumoleau,pierre,male,0.99,91174,200,NCT04327063,MIRs 04 : Interpectoral Nerve Block With Ropivacaine Versus Placebo Before Breast Cancer Surgery,Not yet recruiting,No Results Available,Malignant Neoplasm of Breast,Drug: Saline|Drug: Ropivacaine,"March 30, 2020","Centre Jean Perrin, Clermont-Ferrand, France|Institut Curie, Paris, France|Hopital Tenon, Paris, France",https://ClinicalTrials.gov/show/NCT04327063
Principal Investigator,"Margaret E Gatti-Mays, M.D.",National Cancer Institute (NCI),,NCT04296942,margaret e gatti-mays,margaret,female,0.99,17172,201,NCT04296942,"BN-Brachyury, Entinostat, Adotrastuzumab Emtansine and M7824 in Advanced Stage Breast Cancer (BrEAsT)",Not yet recruiting,No Results Available,Breast Cancer|Triple Negative Breast Cancer|HER2+ Breast Cancer|Hormone Receptor Negative Breast Cancer|Metastatic Breast Cancer,Biological: Brachyury-TRICOM|Drug: Entinostat|Biological: M7824|Biological: Ado-trastuzumab emtansine,"March 5, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04296942
Principal Investigator,"Margaret Barton-Burke, PhD, RN",Memorial Sloan Kettering Cancer Center,,NCT04216576,margaret barton-burke,margaret,female,0.99,17172,255,NCT04216576,A Study of the Use of Text Message Reminders to Take Palbociclib,Recruiting,No Results Available,Breast Cancer,Other: Paper Drug Diary|Other: OhMD APP,"January 2, 2020","Memorial Sloan Kettering Cancer Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04216576
Principal Investigator,Jieqiong Liu,Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,,NCT04303741,jieqiong liu,jieqiong,female,1.0,5,205,NCT04303741,A Phase II Trial of Camrelizumab in Combination With Apatinib and Eribulin in Patients With Advanced TNBC,Recruiting,No Results Available,Breast Cancer,Drug: Camrelizumab|Drug: Apatinib|Drug: Eribulin,"March 11, 2020","The First Affiliated Hospital, Sun Yat-Sen University, Guangzhou, Guangdong, China|Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University, Guangzhou, Guangdong, China",https://ClinicalTrials.gov/show/NCT04303741
Principal Investigator,"Joyce O'Shaughnessy, MD",Texas Oncology,,NCT04265872,joyce o'shaughnessy,joyce,female,0.96,16082,206,NCT04265872,Bortezomib Followed by Pembrolizumab and Cisplatin in metTNBC,Not yet recruiting,No Results Available,Breast Cancer,Drug: Bortezomib; pembrolizumab and cisplatin injections--bortezomib followed by pembro/cis,"February 12, 2020","Baylor University Medical Center, Baylor Charles A Sammons Cancer Center, Dallas, Texas, United States",https://ClinicalTrials.gov/show/NCT04265872
Study Director,"BLEUSE JEAN-PIERRE, DR",ICM Val d'Aurelle DRCI,,NCT04414202,bleuse jean-pierre,bleuse,female,0.58,12,208,NCT04414202,Observational Study of Intra-operative Partial Irradiation of Invasive Ductal Breast Carcinomas With a Good Prognosis,Recruiting,No Results Available,Invasive Breast Cancer|Breast-conserving Surgery,Procedure: tumorectomy with axillary dissection (sentinel lymph node)|Radiation: per-operative partial irradiation,"June 4, 2020","Icm Val D'Aurelle, Montpellier, Herault, France",https://ClinicalTrials.gov/show/NCT04414202
Principal Investigator,"Silje E Reme, PhD",Oslo University Hospital,,NCT04300283,silje e reme,silje,female,0.98,401,213,NCT04300283,Pre-operative Hypnosis to Prevent Side Effects After Surgery,Recruiting,No Results Available,Breast Cancer Surgery,Behavioral: Hypnosis,"March 9, 2020","Oslo University Hospital, Oslo, Norway",https://ClinicalTrials.gov/show/NCT04300283
Principal Investigator,YEON HEE PARK,Samsung Medical Center,,NCT04368442,yeon hee park,yeon,female,0.68,761,214,NCT04368442,Cohort Study of Patients With HER2-negative MBC and BRCA 1/2 Pathogenic Mutation,Recruiting,No Results Available,Breast Cancer Metastatic,,"April 29, 2020","Samsung Medical Center, Seoul, Korea, Republic of",https://ClinicalTrials.gov/show/NCT04368442
Study Director,"Elaina Gartner, MD",Zymeworks Inc.,,NCT04224272,elaina gartner,elaina,female,0.98,98,217,NCT04224272,A Study of ZW25 With Palbociclib Plus Fulvestrant in Patients With HER2+/HR+ Advanced Breast Cancer,Recruiting,No Results Available,HER2+/HR+ Breast Cancer,Drug: ZW25|Drug: Palbociclib|Drug: Fulvestrant,"January 13, 2020","Sarah Cannon Research Institute, Nashville, Tennessee, United States|South Texas Accelerated Research Therapeutics, San Antonio, Texas, United States|Hospital Universitario Vall d'Hebrón, Barcelona, Spain|Hospital Ruber Internacional, Madrid, Spain|Hospital Clínico Universitario de Valencia, Valencia, Spain",https://ClinicalTrials.gov/show/NCT04224272
Principal Investigator,Timothy Whelan,"Juravinski Cancer Centre, McMaster University, Hamilton",,NCT04228991,timothy whelan,timothy,male,0.99,13105,218,NCT04228991,Hypofractionated LocoRegional Radiotherapy in Breast Cancer,Not yet recruiting,No Results Available,Breast Neoplasms|Radiotherapy|Lymphedema,Radiation: Locoregional radiation treatment - Conventional fractionation|Radiation: Locoregional radiation treatment - Hypofractionation,"January 14, 2020","Juravinski Cancer Centre, Hamilton, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04228991
Principal Investigator,"Ann H Partridge, MD",Dana-Farber Cancer Institute,,NCT04379414,ann h partridge,ann,female,0.97,28026,219,NCT04379414,YES Study - Newly Diagnosed/Metastatic Intervention,Not yet recruiting,No Results Available,"Breast Cancer|Symptom, Behavioral",Behavioral: YES portal,"May 7, 2020","Dana Farber Cancer Institute, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04379414
Study Director,"Niklas Loman, MD, PhD",Lund University Hospital,,NCT04335669,niklas loman,niklas,male,1.0,10027,222,NCT04335669,"NordicTrip, a Translational Study of Preoperative Chemotherapy in TNBC",Recruiting,No Results Available,Breast Cancer|Triple Negative Breast Neoplasms,"Drug: epirubicin, cyclophosphamide, paclitaxel, carboplatin|Drug: epirubicin, cyclophosphamide, capecitabine, paclitaxel, carboplatin","April 6, 2020","Södra Älvsborgs Hospital, Borås, Sweden|Gävle hospital, Department of Oncology, Gävle, Sweden|Sahlgrenska University Hospital, Department of Oncology, Göteborg, Sweden|Halmstad Hospital, Department of Surgery, Halmstad, Sweden|Ryhov Hospital, Jönköping, Sweden|Karlstad Hospital, Karlstad, Sweden|Linköping University Hospital, Linköping, Sweden|Skåne University Hospital, Department of Oncology, Malmö, Sweden|Capio S:t Göran Hospital, Department of Oncology, Stockholm, Sweden|Södersjukhuset, Department of Oncology, Stockholm, Sweden|Sundsvall hospital, Sundsvall, Sweden|Norrland University Hospital, Department of Oncology, Umeå, Sweden|Academical Hospital, Department of Oncology, Uppsala, Sweden|Västmanlands Hopsital Västerås, Västerås, Sweden|Växjö Hospital, Department of Oncology, Växjö, Sweden|Örebro University Hospital, Department of Oncology, Örebro, Sweden",https://ClinicalTrials.gov/show/NCT04335669
Study Director,"Manuel Gaviria, MD, PhD",Alliance Equiphoria,,NCT04350398,manuel gaviria,manuel,male,0.99,166605,223,NCT04350398,Rehabilitation Through Hippotherapy for the Management of Women After Primary Treatment of Breast Cancer,Recruiting,No Results Available,Breast Cancer Female|Side Effects|Psychological Distress|Physical Disability,Other: Hippotherapy|Other: Conventional therapy,"April 17, 2020","Institut Equiphoria, La Canourgue, France",https://ClinicalTrials.gov/show/NCT04350398
Principal Investigator,Ciara C O'Sullivan,Academic and Community Cancer Research United,,NCT04351230,ciara c o'sullivan,ciara,female,0.97,2003,225,NCT04351230,Abemaciclib With or Without T-DM1 for the Treatment of HER2-Positive Metastatic Breast Cancer,Not yet recruiting,No Results Available,Anatomic Stage IV Breast Cancer AJCC v8|HER2 Positive Breast Carcinoma|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8,Drug: Abemaciclib|Biological: Trastuzumab Emtansine,"April 17, 2020","Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|Carle Cancer Center NCI Community Oncology Research Program, Urbana, Illinois, United States|Ochsner NCI Community Oncology Research Program, New Orleans, Louisiana, United States|Michigan Cancer Research Consortium NCORP, Ann Arbor, Michigan, United States|Mayo Clinic, Rochester, Minnesota, United States|Metro Minnesota Community Oncology Research Consortium, Saint Louis Park, Minnesota, United States|Washington University School of Medicine, Saint Louis, Missouri, United States|Saint Vincent Hospital Cancer Center Green Bay, Green Bay, Wisconsin, United States|Marshfield Medical Center-Marshfield, Marshfield, Wisconsin, United States",https://ClinicalTrials.gov/show/NCT04351230
Principal Investigator,Mina S Sedrak,City of Hope Medical Center,,NCT04305834,mina s sedrak,mina,female,0.91,20051,226,NCT04305834,Abemaciclib Monotherapy in Treating Older Patients With Hormone Receptor Positive Metastatic Breast Cancer,Recruiting,No Results Available,Anatomic Stage IV Breast Cancer AJCC v8|Hormone Receptor Positive Breast Carcinoma|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8,Drug: Abemaciclib|Other: Questionnaire Administration,"March 12, 2020","City of Hope Medical Center, Duarte, California, United States",https://ClinicalTrials.gov/show/NCT04305834
Principal Investigator,"Elaine Guirro, PhD",University of Sao Paulo - Ribeirao Preto - Brazil,,NCT04303221,elaine guirro,elaine,female,0.98,8901,228,NCT04303221,Effects of the Anchor System in the Postural Stability,Recruiting,No Results Available,Breast Cancer|Balance; Distorted,Other: Exercise,"March 11, 2020","Medical School of Ribeirão Preto, Ribeirão Preto, São Paulo, Brazil",https://ClinicalTrials.gov/show/NCT04303221
Study Chair,"Maya Said, Sci.D",Outcomes4Me,,NCT04262518,maya said,maya,female,0.95,22722,229,NCT04262518,Feasibility of Integrating the Outcomes4Me Smartphone Navigation Application Into the Care Management of Breast Cancer Patients,Recruiting,No Results Available,Breast Cancer|Invasive Breast Cancer|Metastatic Breast Cancer|Breast Carcinoma|Metastatic Breast Carcinoma,Device: Outcomes4Me Mobile App,"February 10, 2020","Massachusetts General Hospital, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04262518
Principal Investigator,"Pavani Chalasani, MD",University of Arizona,,NCT04291950,pavani chalasani,pavani,female,0.9,51,230,NCT04291950,Epigenetics of TNBC in Overweight and Obese Hispanic & Non-Hispanic White Women,Not yet recruiting,No Results Available,Triple Negative Breast Cancer,Procedure: Needle core biopsy,"March 2, 2020","University of Arizona Cancer Center, Tucson, Arizona, United States",https://ClinicalTrials.gov/show/NCT04291950
Principal Investigator,Shipra Gandhi,Roswell Park Cancer Institute,,NCT04348747,shipra gandhi,shipra,female,0.99,88,231,NCT04348747,"Dendritic Cell Vaccines Against Her2/Her3, Cytokine Modulation Regimen, and Pembrolizumab for the Treatment of Brain Metastasis From Triple Negative Breast Cancer or HER2+ Breast Cancer",Not yet recruiting,No Results Available,Anatomic Stage IV Breast Cancer AJCC v8|Metastatic Malignant Neoplasm in the Brain|Metastatic Triple-Negative Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8,Biological: Anti-HER2/HER3 Dendritic Cell Vaccine|Drug: Celecoxib|Biological: Pembrolizumab|Biological: Recombinant Interferon Alfa-2b|Drug: Rintatolimod,"April 16, 2020","Roswell Park Cancer Institute, Buffalo, New York, United States",https://ClinicalTrials.gov/show/NCT04348747
Principal Investigator,"Elisabetta Rossi, MD",European Institute of Oncology,,NCT04365803,elisabetta rossi,elisabetta,female,0.99,12887,234,NCT04365803,Histology VABB-Histology Post Surgery Pilot Project (BETTY Trial),Recruiting,No Results Available,Breast Cancer,Procedure: vacuum-assisted breast biopsy,"April 28, 2020","European Instituto of Oncology, Milan, Italy",https://ClinicalTrials.gov/show/NCT04365803
Principal Investigator,"Carol J Fabian, MD",University of Kansas Medical Center,,NCT04379024,carol j fabian,carol,female,0.97,33721,235,NCT04379024,Pilot Study of Effects of Duavee® on Imaging and Blood Biomarkers In Women With Menopausal Symptoms,Recruiting,No Results Available,Focus of Study is Healthy Women at Risk for Breast Cancer,Drug: DUAVEE 0.45Mg-20Mg Tablet,"May 7, 2020","University of Kansas Medical Center, Kansas City, Kansas, United States",https://ClinicalTrials.gov/show/NCT04379024
Principal Investigator,Stephen B Edge,Roswell Park Cancer Institute,,NCT04297384,stephen b edge,stephen,male,0.99,36980,236,NCT04297384,Breast Cancer Pathways Program Impact on Patient Shared Decision Making and Experience in Academic and Community Practice,Recruiting,No Results Available,Anatomic Stage IV Breast Cancer AJCC v8|Breast Carcinoma|Metastatic Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8|Recurrent Breast Carcinoma,Other: Informational Intervention|Other: Quality-of-Life Assessment|Other: Survey Administration,"March 5, 2020","Roswell Park Cancer Institute, Buffalo, New York, United States",https://ClinicalTrials.gov/show/NCT04297384
Principal Investigator,"Gabriele Martelli, MD","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",,NCT04436809,gabriele martelli,gabriele,male,0.85,34408,237,NCT04436809,Sentinel Node Biopsy Alone or With Axillary Dissection After Primary Chemotherapy,Completed,No Results Available,Breast Neoplasm Female,Procedure: Sentinel Node Biopsy|Procedure: Axillary Dissection,"June 18, 2020",,https://ClinicalTrials.gov/show/NCT04436809
Principal Investigator,Alicia Okines,The Royal Marsden Hospital,,NCT04360941,alicia okines,alicia,female,0.98,41386,238,NCT04360941,PAveMenT: Palbociclib and Avelumab in Metastatic AR+ Triple Negative Breast Cancer,Not yet recruiting,No Results Available,Triple Negative Breast Cancer|Locally Advanced Breast Cancer|Recurrent Breast Cancer|Metastatic Breast Cancer|ER+ Breast Cancer|HER2-positive Breast Cancer,Drug: Palbociclib|Drug: Avelumab,"April 24, 2020","Royal Marsden NHS Foundation Trust, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04360941
Principal Investigator,"Ana Lohmann, MD, PhD",London Regional Cancer Program,,NCT04241237,ana lohmann,ana,female,0.98,273767,240,NCT04241237,Concordance Between Liquid and Tissue Biopsy,Not yet recruiting,No Results Available,Breast Neoplasms,Procedure: Blood Draw,"January 27, 2020","London Regional Cancer Program, London, Ontario, Canada",https://ClinicalTrials.gov/show/NCT04241237
Principal Investigator,Mridula A George,Rutgers Cancer Institute of New Jersey,,NCT04445844,mridula a george,mridula,female,0.93,29,243,NCT04445844,"INCMGA00012 and Pelareorep for the Treatment of Metastatic Triple Negative Breast Cancer, IRENE Study",Not yet recruiting,No Results Available,Anatomic Stage IV Breast Cancer AJCC v8|Locally Advanced Breast Carcinoma|Metastatic Triple-Negative Breast Carcinoma|Prognostic Stage IV Breast Cancer AJCC v8|Triple-negative Breast Cancer,Biological: Pelareorep|Other: Quality-of-Life Assessment|Other: Questionnaire Administration|Biological: Retifanlimab,"June 24, 2020","Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, United States",https://ClinicalTrials.gov/show/NCT04445844
Principal Investigator,"Ritesh Parajuli, MD",Chao Family Comprehensive Cancer Center,,NCT04305236,ritesh parajuli,ritesh,male,0.99,1096,244,NCT04305236,Neo-Adjuvant Abemaciclib With Fulvestrant in Patients With ER/PR +HER Negative Breast Cancer,Not yet recruiting,No Results Available,Breast Neoplasm|Hormone Receptor Positive Breast Carcinoma,Drug: Abemaciclib|Drug: Fulvestrant,"March 12, 2020","Chao Family Comprehensive Cancer Center, University of California, Irvine, Orange, California, United States",https://ClinicalTrials.gov/show/NCT04305236
Study Director,Sebahat GÖZÜM,Akdeniz University,,NCT04304404,sebahat gözüm,sebahat,female,0.96,1009,245,NCT04304404,Risk Reduction Program for Women Having High Risk of Breast Cancer,"Active, not recruiting",No Results Available,Cancer Screening|Early Detection of Cancer|Breast Cancer|Preventive Health Care|Health Behavior,Behavioral: Breast Cancer Risk Reduction Program,"March 11, 2020","Akdeniz University, Antalya, Turkey",https://ClinicalTrials.gov/show/NCT04304404
Principal Investigator,"Ian E Krop, MD, PHD",Dana-Farber Cancer Institute,,NCT04425018,ian e krop,ian,male,0.99,27117,246,NCT04425018,MARGetuximab Or Trastuzumab (MARGOT),Not yet recruiting,No Results Available,Breast Cancer|Stage II Breast Cancer|Stage III Breast Cancer|HER2-positive Breast Cancer,Drug: Paclitaxel|Drug: Pertuzumab|Drug: Margetuximab|Drug: Trastuzumab,"June 11, 2020","Dana Farber Cancer Institute, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04425018
Principal Investigator,Ian E Krop,ECOG-ACRIN Cancer Research Group,,NCT04439175,ian e krop,ian,male,0.99,27117,390,NCT04439175,Testing GDC-0032 (Taselisib) as a Potential Targeted Treatment in Cancers With PIK3CA Genetic Changes (MATCH-Subprotocol I),"Active, not recruiting",No Results Available,Advanced Lymphoma|Advanced Malignant Solid Neoplasm|Hematopoietic and Lymphoid Cell Neoplasm|Refractory Lymphoma|Refractory Malignant Solid Neoplasm|Refractory Plasma Cell Myeloma,Drug: Taselisib,"June 19, 2020","ECOG-ACRIN Cancer Research Group, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04439175
Principal Investigator,Galina Velikova,University of Leeds,,NCT04270123,galina velikova,galina,female,0.99,7539,247,NCT04270123,An EORTC Study Updating the QLQ-BR23 to BR45,Not yet recruiting,No Results Available,Cancer|Breast Cancer,Other: EORTC QLQ-BR45 questionnaire,"February 17, 2020","Leeds Teaching Hospitals NHS Trust, Leeds, West Yorkshire, United Kingdom",https://ClinicalTrials.gov/show/NCT04270123
Principal Investigator,Laura Kenny,Imperial College London,,NCT04276272,laura kenny,laura,female,0.98,288403,248,NCT04276272,D4 Choline Breast PET/CT,Not yet recruiting,No Results Available,HER2-negative Breast Cancer|ER Positive Breast Cancer|Metastatic Breast Cancer,Other: Imaging scan,"February 19, 2020","Imperial College Healthcare NHS Trust/ Imperial College london, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04276272
Principal Investigator,"Sara C Tolaney, MD, MPH",Dana-Farber Cancer Institute,,NCT04448886,sara c tolaney,sara,female,0.98,244324,249,NCT04448886,Sacituzumab Govitecan Vs Pembrolizumab In HR+ / HER2 - MBC,Not yet recruiting,No Results Available,Invasive Breast Cancer|Metastatic Breast Cancer|HR-Positive Breast Cancer|HER2-negative Breast Cancer,Drug: Pembrolizumab|Drug: Sacituzumab Govitecan,"June 26, 2020","Dana Farber Cancer Institute, Boston, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04448886
Principal Investigator,"Mary Beth Terry, PhD",Columbia University,,NCT04265547,mary beth terry,mary,female,0.99,142684,250,NCT04265547,Family-Based Intervention Study of the Effects of Environmental Exposures on Breast Tissue Composition,Enrolling by invitation,No Results Available,Breast Cancer Risk,Behavioral: Breast Cancer Risk Reduction Household Intervention,"February 11, 2020","Columbia University Mailman School of Public Health, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04265547
Principal Investigator,"Mary L. (Nora) Disis, MD",UW Medicine Seattle,,NCT04246671,mary l. (nora) disis,mary,female,0.99,142684,374,NCT04246671,Phase 1/2 Trial of Intravenous TAEK-VAC-HerBy Vaccine Alone and in Combination Treatment in HER2 Cancer Patients,Not yet recruiting,No Results Available,Breast Cancer|Gastric Cancer|Cancer,Biological: TAEK-VAC-HerBy,"January 29, 2020",,https://ClinicalTrials.gov/show/NCT04246671
Study Director,"Timo Schinköthe, PhD",Cankado Service GmbH,,NCT04386629,timo schinköthe,timo,male,0.99,16048,251,NCT04386629,Health Economy Register,Recruiting,No Results Available,Breast Neoplasms,,"May 13, 2020","Hämato-onkologischer Studienkreis am Klinikum Aschaffenburg, Aschaffenburg, Germany|Kliniken der Stadt Köln - Krankenhaus Holweide, Brustzentrum, Cologne, Germany|Kliniken Essen Mitte, Essen, Germany|Onkology Bethanien Frankfurt, Frankfurt, Germany|Mammazentrum Hamburg Am Krankenhaus Jerusalem, Hamburg, Germany|University Hospital, Mainz, Germany|University Hospital, Mannheim, Germany|University Hospital, München, Germany|Johanna Etienne Krankenhaus, Neuss, Germany|Praxisnetzwerk Hämatologie/ intern. Onkologie, Troisdorf, Germany",https://ClinicalTrials.gov/show/NCT04386629
Principal Investigator,"Alper Tuğral, PT","Bakırçay University, Fac. of Health Sci, Dept. of Physical Therapy and Rehab",,NCT04245657,alper tuğral,alper,male,0.97,21857,253,NCT04245657,Factors Affecting Functionality in Breast Cancer Survivors,Recruiting,No Results Available,"Breast Cancer|Breast Cancer Female|Breast Cancer Lymphedema|Breast Carcinoma in Situ|Hand Grasp|Pain, Shoulder","Other: Tissue Dielectric Constant Measurement|Other: Muscle strength measurement|Other: Hand-Grip Strength Measurement|Other: Pain Threshold Measurement|Other: International Physical Activity Questionnaire-Short Form (IPAQ-SF)|Other: Fatigue Impact Scale|Other: Disabilities of Arm, Shoulder and Hand Scale (DASH)|Other: Exercise Benefits/ Barriers Scale|Other: Beck Depression Scale","January 29, 2020","İzmir Çiğli State Training Hospital, İzmir, Çiğli, Turkey",https://ClinicalTrials.gov/show/NCT04245657
Study Chair,"Céline BOURGIER, MD",Institut Régional du Cancer de Montpellier (ICM),,NCT04282122,céline bourgier,céline,female,1.0,10,254,NCT04282122,Clinical Database of Safe Personalized Adjuvant Breast Radiotherapy Based on Individual Radiosensitivity,Recruiting,No Results Available,Breast Cancer,Radiation: Radiotherapy,"February 24, 2020","Institut Régional du Cancer de Montpellier, Montpellier, Occ, France",https://ClinicalTrials.gov/show/NCT04282122
Principal Investigator,Saranya Chumsri,Mayo Clinic,,NCT04249622,saranya chumsri,saranya,female,0.98,446,256,NCT04249622,Rifaximin for the Treatment of Gastrointestinal Toxicities Related to Pertuzumab-Based Therapy in Patients With Stage I-III HER2 Positive Breast Cancer,Not yet recruiting,No Results Available,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage IA Breast Cancer AJCC v8|Anatomic Stage IB Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIA Breast Cancer AJCC v8|Anatomic Stage IIB Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIB Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|HER2 Positive Breast Carcinoma|Prognostic Stage I Breast Cancer AJCC v8|Prognostic Stage IA Breast Cancer AJCC v8|Prognostic Stage IB Breast Cancer AJCC v8|Prognostic Stage II Breast Cancer AJCC v8|Prognostic Stage IIA Breast Cancer AJCC v8|Prognostic Stage IIB Breast Cancer AJCC v8|Prognostic Stage III Breast Cancer AJCC v8|Prognostic Stage IIIA Breast Cancer AJCC v8|Prognostic Stage IIIB Breast Cancer AJCC v8|Prognostic Stage IIIC Breast Cancer AJCC v8,Other: Best Practice|Other: Questionnaire Administration|Drug: Rifaximin,"January 31, 2020","Mayo Clinic in Florida, Jacksonville, Florida, United States",https://ClinicalTrials.gov/show/NCT04249622
Study Chair,Atilla Soran,University of Pittsburgh Medical Center,,NCT04272372,atilla soran,atilla,male,0.97,9445,257,NCT04272372,Lymphedema Treatment Registry,Not yet recruiting,No Results Available,Breast Cancer Lymphedema,Drug: Ketoprofen,"February 17, 2020",,https://ClinicalTrials.gov/show/NCT04272372
Principal Investigator,"Kathleen Van Dyk, PhD",University of California at Los Angeles,,NCT04297020,kathleen van dyk,kathleen,female,0.98,8685,260,NCT04297020,Brain Health in Breast Cancer Survivors,Recruiting,No Results Available,Cognitive Impairment|Cognitive Function,,"March 5, 2020","University of California at Los Angeles, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04297020
Principal Investigator,"Kathleen Arcaro, PhD","University of Massachusetts, Amherst",,NCT04374747,kathleen arcaro,kathleen,female,0.98,8685,275,NCT04374747,Fruit and Vegetable Intervention in Lactating Women to Reduce Breast Cancer Risk,Recruiting,No Results Available,"Breast Cancer Female|Inflammation|Postpartum Weight Retention|Diet, Healthy|Risk Reduction",Behavioral: Dietary Counseling,"May 5, 2020","University of Massachusetts Amherst, Amherst, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04374747
Principal Investigator,"Lindiwe Sibeko, PhD","University of Massachusetts, Amherst",,NCT04374747,lindiwe sibeko,lindiwe,female,1.0,390,275,NCT04374747,Fruit and Vegetable Intervention in Lactating Women to Reduce Breast Cancer Risk,Recruiting,No Results Available,"Breast Cancer Female|Inflammation|Postpartum Weight Retention|Diet, Healthy|Risk Reduction",Behavioral: Dietary Counseling,"May 5, 2020","University of Massachusetts Amherst, Amherst, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04374747
Principal Investigator,"Susan Sturgeon, DrPH","University of Massachusetts, Amherst",,NCT04374747,susan sturgeon,susan,female,0.98,32184,275,NCT04374747,Fruit and Vegetable Intervention in Lactating Women to Reduce Breast Cancer Risk,Recruiting,No Results Available,"Breast Cancer Female|Inflammation|Postpartum Weight Retention|Diet, Healthy|Risk Reduction",Behavioral: Dietary Counseling,"May 5, 2020","University of Massachusetts Amherst, Amherst, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04374747
