role,name,affiliation,address,trial_id,processed_name,first_name,gender,gender_probability,gender_sample_count,Rank,NCT Number,Title,Status,Study Results,Conditions,Interventions,First Posted,Locations,URL
Principal Investigator,Katharine J. Bar,University of Pennsylvania,,NCT04397757,katharine j. bar,katharine,female,0.96,340,649,NCT04397757,COVID-19 Convalescent Plasma for the Treatment of Hospitalized Patients With Pneumonia Caused by SARS-CoV-2.,Recruiting,No Results Available,COVID-19,Biological: COVID-19 Convalescent Plasma,"May 21, 2020","Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04397757
Principal Investigator,"Tor Biering-Sørensen, MD, PhD, MPH",Research Director,,NCT04377035,tor biering-sørensen,tor,male,0.95,2123,606,NCT04377035,The Role of Ultrasound in COVID-19,Recruiting,No Results Available,COVID-19,,"May 6, 2020","Cardiovascular Non-Invasive Imaging Research Laboratory, department of Cardiology, Herlev & Gentofte Hospital, Hellerup, Denmark",https://ClinicalTrials.gov/show/NCT04377035
Principal Investigator,"Shai Efrati, MD",Head of Research and Development Unit,,NCT04348422,shai efrati,shai,male,0.7,571,608,NCT04348422,Evaluating the Immune Response for COVID-19,Not yet recruiting,No Results Available,COVID-19,Diagnostic Test: COVID-19 RT-PCR|Diagnostic Test: COVID-19 Serology|Other: Symptoms questionnare,"April 16, 2020",,https://ClinicalTrials.gov/show/NCT04348422
Principal Investigator,"Morten H Bestle, MD, PhD","Nordsjællands Hospital, University of Copenhagen",,NCT04384900,morten h bestle,morten,male,0.99,4878,610,NCT04384900,Accelerated Prone Position Ventilation of Patients With COVID-19,Recruiting,No Results Available,COVID-19,Procedure: Prone position ventilation,"May 12, 2020","Nordsjællands Hospital, Hillerød, Region Hovedstanden, Denmark",https://ClinicalTrials.gov/show/NCT04384900
Principal Investigator,"Rajarshi Banerjee, MSc, DPhil","Honorary Consultant Physician, Oxford University NHS Foundation Trust",,NCT04369807,rajarshi banerjee,rajarshi,male,1.0,42,611,NCT04369807,Mapping Organ Health Following COVID-19 Disease Due to SARS-CoV-2 Infection,Recruiting,No Results Available,COVID-19,Diagnostic Test: Outpatient MRI,"April 30, 2020","Mayo Clinic Healthcare, London, United Kingdom|Gemini, Oxford, United Kingdom",https://ClinicalTrials.gov/show/NCT04369807
Principal Investigator,"Raj Makkar, MD","Cedars-Sinai Medical Center, Los Angeles, CA 90048",,NCT04338347,raj makkar,raj,male,0.97,10726,616,NCT04338347,CAP-1002 in Severe COVID-19 Disease,Available,No Results Available,COVID-19,Biological: CAP-1002 Allogeneic Cardiosphere-Derived Cells,"April 8, 2020","Cedars-Sinai Medical Center, Los Angeles, California, United States",https://ClinicalTrials.gov/show/NCT04338347
Principal Investigator,"Hyung Chun, MD",Yale School of Medicine,,NCT04415151,hyung chun,hyung,male,0.95,821,619,NCT04415151,Tofacitinib for Treatment of Moderate COVID-19,Not yet recruiting,No Results Available,COVID-19,Drug: Tofacitinib 10 mg|Drug: Placebo,"June 4, 2020",,https://ClinicalTrials.gov/show/NCT04415151
Study Chair,Amarjeet S Bhamra,All Party Parliamentary Group - Indian Traditional Sciences,,NCT04395976,amarjeet s bhamra,amarjeet,male,0.9,138,622,NCT04395976,Ayurveda as Prophylaxis for Suspected COVID-19 Patients,Not yet recruiting,No Results Available,Covid-19,Other: Ayurveda,"May 20, 2020","British Ayurvedic Medical Council, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04395976
Study Director,Neha Sharma,British Ayurvedic Medical Council,,NCT04395976,neha sharma,neha,female,0.97,2082,622,NCT04395976,Ayurveda as Prophylaxis for Suspected COVID-19 Patients,Not yet recruiting,No Results Available,Covid-19,Other: Ayurveda,"May 20, 2020","British Ayurvedic Medical Council, London, United Kingdom",https://ClinicalTrials.gov/show/NCT04395976
Study Chair,Neha Sharma,British Ayurvedic Medical Council (UK),,NCT04387643,neha sharma,neha,female,0.97,2082,633,NCT04387643,Protecting Health Care Workers During the COVID-19 Outbreak,Completed,No Results Available,Covid-19,Dietary Supplement: Ayurvedic Kadha,"May 14, 2020","Samta Ayurveda Prakoshtha, Jaipur, Rajasthan, India",https://ClinicalTrials.gov/show/NCT04387643
Study Director,Jaydeep Joshi,Aarogyam UK,,NCT04387643,jaydeep joshi,jaydeep,male,0.98,152,633,NCT04387643,Protecting Health Care Workers During the COVID-19 Outbreak,Completed,No Results Available,Covid-19,Dietary Supplement: Ayurvedic Kadha,"May 14, 2020","Samta Ayurveda Prakoshtha, Jaipur, Rajasthan, India",https://ClinicalTrials.gov/show/NCT04387643
Study Director,Parashar Sharma,"Samta Ayurveda Prakoshtha, India",,NCT04387643,parashar sharma,parashar,male,0.93,14,633,NCT04387643,Protecting Health Care Workers During the COVID-19 Outbreak,Completed,No Results Available,Covid-19,Dietary Supplement: Ayurvedic Kadha,"May 14, 2020","Samta Ayurveda Prakoshtha, Jaipur, Rajasthan, India",https://ClinicalTrials.gov/show/NCT04387643
Principal Investigator,Sahil Singhal,"Samta Ayurveda Prakoshtha, India",,NCT04387643,sahil singhal,sahil,male,0.96,3434,633,NCT04387643,Protecting Health Care Workers During the COVID-19 Outbreak,Completed,No Results Available,Covid-19,Dietary Supplement: Ayurvedic Kadha,"May 14, 2020","Samta Ayurveda Prakoshtha, Jaipur, Rajasthan, India",https://ClinicalTrials.gov/show/NCT04387643
Principal Investigator,"Neha Sharma, PhD",Aarogyam UK,,NCT04351542,neha sharma,neha,female,0.97,2082,2057,NCT04351542,Ayurveda for Flu Like Illness During Covid-19 Outbreak,Completed,No Results Available,Flu Like Illness,Dietary Supplement: Ayurveda|Other: Usual Care,"April 17, 2020","Aarogyam, Leicester, United Kingdom",https://ClinicalTrials.gov/show/NCT04351542
Study Director,"Jaydeep Joshi, BAMS",Aarogyam UK,,NCT04351542,jaydeep joshi,jaydeep,male,0.98,152,2057,NCT04351542,Ayurveda for Flu Like Illness During Covid-19 Outbreak,Completed,No Results Available,Flu Like Illness,Dietary Supplement: Ayurveda|Other: Usual Care,"April 17, 2020","Aarogyam, Leicester, United Kingdom",https://ClinicalTrials.gov/show/NCT04351542
Principal Investigator,Neha Sharma,Aarogyam UK,,NCT04345549,neha sharma,neha,female,0.97,2082,2112,NCT04345549,Ayurveda Self-Management for Flu Like Symptoms During the Covid-19 Outbreak,Completed,No Results Available,Flu Like Symptom|Flu Like Illness,Other: Individualised Ayurveda,"April 14, 2020","Aarogyam, Leicester, United Kingdom",https://ClinicalTrials.gov/show/NCT04345549
Study Director,Jaydeep Joshi,Aarogyam UK,,NCT04345549,jaydeep joshi,jaydeep,male,0.98,152,2112,NCT04345549,Ayurveda Self-Management for Flu Like Symptoms During the Covid-19 Outbreak,Completed,No Results Available,Flu Like Symptom|Flu Like Illness,Other: Individualised Ayurveda,"April 14, 2020","Aarogyam, Leicester, United Kingdom",https://ClinicalTrials.gov/show/NCT04345549
Principal Investigator,Søren H Skaarup,Aarhus Universitets Hospital,,NCT04327674,søren h skaarup,søren,male,1.0,360,624,NCT04327674,The Use of Focused Lung Ultrasound in Patients Suspected of COVID-19,Recruiting,No Results Available,COVID-19,,"March 31, 2020","Lungemedicinsk Forskningsafdeling. Aarhus University Hospital, Aarhus, Denmark|Regionshospitalet Horsens., Horsens, Denmark",https://ClinicalTrials.gov/show/NCT04327674
Principal Investigator,"Emily Blumberg, MD",University of Pennsylvania,,NCT04412785,emily blumberg,emily,female,0.98,16379,625,NCT04412785,Cyclosporine in Patients With Moderate COVID-19,Not yet recruiting,No Results Available,COVID-19,Drug: Cyclosporine,"June 2, 2020","University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04412785
Principal Investigator,"Emily O'Brien, PhD",Duke University,,NCT04342806,emily o'brien,emily,female,0.98,16379,1616,NCT04342806,"Healthcare Worker Exposure Response and Outcomes (HERO) Registry Study, COVID-19",Recruiting,No Results Available,Health Care Worker (HCW)|COVID-19,,"April 13, 2020","Duke Clinical Research Institute, Durham, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04342806
Principal Investigator,"Jason M Tarkin, MBBS, PhD",University of Cambridge,,NCT04412369,jason m tarkin,jason,male,0.99,63418,626,NCT04412369,Multi-modality Imaging & Immunophenotyping of COVID-19 Related Myocardial Injury,Not yet recruiting,No Results Available,COVID19|Cardiovascular Diseases,Diagnostic Test: Non-invasive cardiac imaging,"June 2, 2020","Cambridge Univeristy Hospitals NHS Foundation Trust, Cambridge, United Kingdom",https://ClinicalTrials.gov/show/NCT04412369
Principal Investigator,"Jason Stout, MD",Duke University Hospital,,NCT04335552,jason stout,jason,male,0.99,63418,1191,NCT04335552,"Pragmatic Factorial Trial of Hydroxychloroquine, Azithromycin, or Both for Treatment of Severe SARS-CoV-2 Infection",Recruiting,No Results Available,SARS-CoV-2,Other: Standard of care|Drug: Hydroxychloroquine|Drug: Azithromycin,"April 6, 2020","Duke Regional Hospital, Durham, North Carolina, United States|Duke University Hospital, Durham, North Carolina, United States|Durham VA Medical Center, Durham, North Carolina, United States|Duke Raleigh Hospital, Raleigh, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04335552
Principal Investigator,"Jason Weatherald, MD",University of Calgary,,NCT04402879,jason weatherald,jason,male,0.99,63418,1644,NCT04402879,CORONA (COvid pRONe hypoxemiA): Prone Positioning for Hypoxemic COVID-19 Patients With Do-not-intubate Goals,Recruiting,No Results Available,Severe Acute Respiratory Syndrome Coronavirus 2|COVID-19|Acute Respiratory Distress Syndrome|ARDS|Hypoxemic Respiratory Failure,Procedure: Prone Positioning (PP),"May 27, 2020","Peter Lougheed Centre (PLC), Calgary, Alberta, Canada|Foothills Hospital Intensive Care Unit, Calgary, Alberta, Canada|Rockyview General Hospital, Calgary, Alberta, Canada|South Health Campus, Calgary, Alberta, Canada",https://ClinicalTrials.gov/show/NCT04402879
Principal Investigator,"Ken Parhar, MD, MSc",University of Calgary,,NCT04402879,ken parhar,ken,male,0.98,20992,1644,NCT04402879,CORONA (COvid pRONe hypoxemiA): Prone Positioning for Hypoxemic COVID-19 Patients With Do-not-intubate Goals,Recruiting,No Results Available,Severe Acute Respiratory Syndrome Coronavirus 2|COVID-19|Acute Respiratory Distress Syndrome|ARDS|Hypoxemic Respiratory Failure,Procedure: Prone Positioning (PP),"May 27, 2020","Peter Lougheed Centre (PLC), Calgary, Alberta, Canada|Foothills Hospital Intensive Care Unit, Calgary, Alberta, Canada|Rockyview General Hospital, Calgary, Alberta, Canada|South Health Campus, Calgary, Alberta, Canada",https://ClinicalTrials.gov/show/NCT04402879
Study Chair,Rebecca A Auer,Ottawa Hospital Research Institute,,NCT04442048,rebecca a auer,rebecca,female,0.98,36835,1282,NCT04442048,Immunization With IMM-101 vs Observation for Prevention of Respiratory and Severe COVID-19 Related Infections in Cancer Patients at Increased Risk of Exposure,Not yet recruiting,No Results Available,Cancer|Covid-19,Biological: IMM-101|Other: Observation,"June 22, 2020",,https://ClinicalTrials.gov/show/NCT04442048
Principal Investigator,"Rebecca E Wells, MD, MPH",Wake Forest University Health Sciences,,NCT04319445,rebecca e wells,rebecca,female,0.98,36835,1633,NCT04319445,Mindfulness During COVID-19,Recruiting,No Results Available,Migraine Disorders|Stress|Anxiety,Behavioral: Mindfulness session(s),"March 24, 2020","Wake Forest Health Sciences, Winston-Salem, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04319445
Principal Investigator,"Shukri David, MD","Ascension Providence Hospital, Southfield Campus",,NCT04411602,shukri david,shukri,male,0.82,331,629,NCT04411602,Feasibility Study of Anti-SARS-CoV-2 Plasma Transfusions in COVID-19 Patients With SRD,Recruiting,No Results Available,Severe Acute Respiratory Syndrome|COVID,Drug: SARS-CoV-2 plasma,"June 2, 2020","Ascension Providence Hospital, Novi Campus, Novi, Michigan, United States|Ascension Providence Hospital, Southfield Campus, Southfield, Michigan, United States|Ascension Macomb-Oakland Hospital, Warren Campus, Warren, Michigan, United States",https://ClinicalTrials.gov/show/NCT04411602
Principal Investigator,"Debra J Levan, DO","Ascension Macomb-Oakland Hospital, Warren Campus",,NCT04411602,debra j levan,debra,female,0.97,3324,629,NCT04411602,Feasibility Study of Anti-SARS-CoV-2 Plasma Transfusions in COVID-19 Patients With SRD,Recruiting,No Results Available,Severe Acute Respiratory Syndrome|COVID,Drug: SARS-CoV-2 plasma,"June 2, 2020","Ascension Providence Hospital, Novi Campus, Novi, Michigan, United States|Ascension Providence Hospital, Southfield Campus, Southfield, Michigan, United States|Ascension Macomb-Oakland Hospital, Warren Campus, Warren, Michigan, United States",https://ClinicalTrials.gov/show/NCT04411602
Principal Investigator,Lucie Uncapher,University of Colorado Health,,NCT04424797,lucie uncapher,lucie,female,0.99,85580,632,NCT04424797,Prone Positioning on Admission for Hospitalized COVID-19 Pneumonia Protocol,Recruiting,No Results Available,COVID-19,Other: Prone Positioning|Other: Supine Positioning,"June 11, 2020","UCHealth Poudre Valley Hospital, Fort Collins, Colorado, United States|UCHealth Greeley Hospital, Greeley, Colorado, United States|UCHealth Medical Center of the Rockies, Loveland, Colorado, United States",https://ClinicalTrials.gov/show/NCT04424797
Principal Investigator,"Nancy Dreyer, PhD, MPH",Iqvia Pty Ltd,,NCT04368065,nancy dreyer,nancy,female,0.98,42623,634,NCT04368065,Registry to Study Factors That May Impact COVID-19 Occurrence and Severity,Recruiting,No Results Available,COVID-19,,"April 29, 2020","IQVIA, Cambridge, Massachusetts, United States",https://ClinicalTrials.gov/show/NCT04368065
Principal Investigator,"Nancy Lee, MD",Memorial Sloan Kettering Cancer Center,,NCT04381988,nancy lee,nancy,female,0.98,42623,1004,NCT04381988,A Study of Hydroxychloroquine vs Placebo to Prevent COVID-19 Infection in Patients Receiving Radiotherapy,Recruiting,No Results Available,COVID-19|Cancer,Drug: Hydroxychloroquine|Other: Placebo|Radiation: Radiation therapy,"May 11, 2020","Memoral Sloan Kettering Basking Ridge (All Protocol Activities), Basking Ridge, New Jersey, United States|Memoral Sloan Kettering Monmouth (All protocol activities), Middletown, New Jersey, United States|Memorial Sloan Kettering Bergen (All protocol Activities), Montvale, New Jersey, United States|Memorial Sloan Kettering Commack (All Protocol Activities), Commack, New York, United States|Memoral Sloan Kettering Westchester (All protocol activities), Harrison, New York, United States|Memorial Sloan Kettering Cancer Center (All Protocol Activities), New York, New York, United States|Memorial Sloan Kettering Nassau (All Protocol Activities), Uniondale, New York, United States",https://ClinicalTrials.gov/show/NCT04381988
Principal Investigator,Zeno Bisoffi,IRCCS Sacro Cuore Don Calabria hospital,,NCT04438850,zeno bisoffi,zeno,male,0.95,750,635,NCT04438850,COVidIVERmectin: Ivermectin for Treatment of Covid-19,Not yet recruiting,No Results Available,Covid19,Drug: Ivermectin|Other: Placebo,"June 19, 2020","IRCCS Sacro Cuore Don Calabria hospital, Negrar, Verona, Italy|Policlinico S. Orsola, Bologna, Italy|Ospedale Luigi Sacco, Milan, Italy|Ospedale di Rovereto, Rovereto, Italy|Ospedale Amedeo di Savoia, Turin, Italy|Hospital Clinic/ISGlobal, Barcelona, Spain|Hospital La Paz-Carlos III, Madrid, Spain",https://ClinicalTrials.gov/show/NCT04438850
Principal Investigator,"Nishant Gupta, MD",University of Cincinnati,,NCT04341675,nishant gupta,nishant,male,0.99,948,639,NCT04341675,Sirolimus Treatment in Hospitalized Patients With COVID-19 Pneumonia,Recruiting,No Results Available,COVID-19,Drug: Sirolimus|Drug: Placebo,"April 10, 2020","Loyola University Medical Center, Chicago, Illinois, United States|University of Cincinnati, Cincinnati, Ohio, United States",https://ClinicalTrials.gov/show/NCT04341675
Principal Investigator,"James B Adams, PhD",Arizona State University,,NCT04407286,james b adams,james,male,0.99,117309,641,NCT04407286,Vitamin D Testing and Treatment for COVID 19,Recruiting,No Results Available,Covid 19|Vitamin D Deficiency,Dietary Supplement: Vitamin D3,"May 29, 2020","Arizona State University, Tempe, Arizona, United States",https://ClinicalTrials.gov/show/NCT04407286
Principal Investigator,"Sarah Trahan, NMD",Southwest College of Naturopathic Medicine,,NCT04407286,sarah trahan,sarah,female,0.98,174584,641,NCT04407286,Vitamin D Testing and Treatment for COVID 19,Recruiting,No Results Available,Covid 19|Vitamin D Deficiency,Dietary Supplement: Vitamin D3,"May 29, 2020","Arizona State University, Tempe, Arizona, United States",https://ClinicalTrials.gov/show/NCT04407286
Principal Investigator,"James Welker, MD",Anne Arundel Medical Center,,NCT04317040,james welker,james,male,0.99,117309,1028,NCT04317040,CD24Fc as a Non-antiviral Immunomodulator in COVID-19 Treatment,Recruiting,No Results Available,Severe Coronavirus Disease (COVID-19),Drug: CD24Fc|Drug: Placebo,"March 20, 2020","Baptist Health Research Institute, Jacksonville, Florida, United States|Martin Army Community Hospital, Fort Benning, Georgia, United States|Anne Anundel Medical Center, Annapolis, Maryland, United States|Institute of Human Virology, University of Maryland Baltimore, Baltimore, Maryland, United States|Shady Grove Medical Center, Rockville, Maryland, United States|White Oak Medical Center, Silver Spring, Maryland, United States|Henry Ford Health System, Detroit, Michigan, United States|Cooper University Hospital, Camden, New Jersey, United States|Atlantic Health System, Morristown, New Jersey, United States|University Hospitals of Cleveland, Cleveland, Ohio, United States|The Ohio State University Medical Center, Columbus, Ohio, United States|Thomas Jefferson University Medical Center, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04317040
Principal Investigator,"James Veltmeyer, MD",Therapeutic Solutions International,,NCT04421391,james veltmeyer,james,male,0.99,117309,1293,NCT04421391,QuadraMune(TM) for Prevention of COVID-19,Recruiting,No Results Available,Covid19|Coronavirus|SARS-CoV 2,Dietary Supplement: QuadraMune(TM),"June 9, 2020","Therapeutic Solutions International, Oceanside, California, United States",https://ClinicalTrials.gov/show/NCT04421391
Principal Investigator,"James Neaton, PhD",University of Minnesota,,NCT04385251,james neaton,james,male,0.99,117309,1380,NCT04385251,International SARS-CoV-2 (COVID-19) Infection Observational Study,Not yet recruiting,No Results Available,COVID|COVID19|SARS-CoV 2|Dyspnea,Other: Data Collection,"May 12, 2020","Denver Public Health, Denver, Colorado, United States|Hospital General de Agudos JM Ramos Mejia Servicio de Inmunocomprometidos, Buenos Aires, Argentina|CHIP Department of Infectious Diseases, Copenhagen, Denmark|University College London Medical School Centre for Sexual Health and HIV Research, London, England, United Kingdom",https://ClinicalTrials.gov/show/NCT04385251
Principal Investigator,"Ravi Amaravadi, MD",University of Pennsylvania,,NCT04329923,ravi amaravadi,ravi,male,0.98,6167,645,NCT04329923,The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine),Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine Sulfate 400 mg twice a day|Drug: Hydroxychloroquine Sulfate 600 mg twice a day|Drug: Hydroxychloroquine Sulfate 600 mg once a day|Drug: Placebo oral tablet,"April 1, 2020","University of Pennsylvania, Philadelphia, Pennsylvania, United States",https://ClinicalTrials.gov/show/NCT04329923
Principal Investigator,"Santosha Vardhana, MD, PhD",Memorial Sloan Kettering Cancer Center,,NCT04374461,santosha vardhana,santosha,male,0.58,12,647,NCT04374461,A Study of N-acetylcysteine in Patients With COVID-19 Infection,Recruiting,No Results Available,Covid-19,Drug: N-acetylcysteine|Other: Peripheral Blood,"May 5, 2020","Memorial Sloan Kettering Cancer Center, New York, New York, United States",https://ClinicalTrials.gov/show/NCT04374461
Principal Investigator,"Augusto Di Castelnuovo, MSc, PhD",IRCCS Neuromed,,NCT04318418,augusto di castelnuovo,augusto,male,0.99,7715,651,NCT04318418,"ACE Inhibitors, Angiotensin II Type-I Receptor Blockers and Severity of COVID-19",Not yet recruiting,No Results Available,COVID-19,,"March 24, 2020","IRCCS Neuromed, Department of Epidemiology and Prevention, Pozzilli, Italy",https://ClinicalTrials.gov/show/NCT04318418
Principal Investigator,"Lee Goldstein, MD","HaEmek Medical Center, Israel",,NCT04333628,lee goldstein,lee,male,0.8,38767,653,NCT04333628,Chloroquine for Mild Symptomatic and Asymptomatic COVID-19,Not yet recruiting,No Results Available,COVID-19,Drug: chloroquine|Other: standard care,"April 3, 2020",,https://ClinicalTrials.gov/show/NCT04333628
Study Chair,"Lee Hullender Rubin, DOAM","University of California, San Francisco",,NCT04380870,lee hullender rubin,lee,male,0.8,38767,1988,NCT04380870,Describing Chinese Herbal Medicine Telehealth Care for Symptoms Related to Infectious Diseases Such as COVID-19,Recruiting,No Results Available,Coronavirus Infection,Dietary Supplement: Chinese Herbal Medicine,"May 8, 2020","Seattle Intstitute of East Asian Medicine, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04380870
Study Chair,"Lisa Taylor-Swanson, PhD",University of Utah,,NCT04380870,lisa taylor-swanson,lisa,female,0.98,102796,1988,NCT04380870,Describing Chinese Herbal Medicine Telehealth Care for Symptoms Related to Infectious Diseases Such as COVID-19,Recruiting,No Results Available,Coronavirus Infection,Dietary Supplement: Chinese Herbal Medicine,"May 8, 2020","Seattle Intstitute of East Asian Medicine, Seattle, Washington, United States",https://ClinicalTrials.gov/show/NCT04380870
Principal Investigator,"Amit Singla, MD",Rutgers University,,NCT04410328,amit singla,amit,male,0.99,8292,658,NCT04410328,Aggrenox To Treat Acute Covid-19,Not yet recruiting,No Results Available,Covid19,Drug: Dipyridamole ER 200mg/ Aspirin 25mg orally/enterally|Other: Standard of care,"June 1, 2020",,https://ClinicalTrials.gov/show/NCT04410328
Principal Investigator,LEROY Sylvie,"CHU de Nice, pneumologie",,NCT04418206,leroy sylvie,leroy,male,0.87,3347,659,NCT04418206,Validating an ELISpot for Early Detection of an Active Immune Response Against COVID-19,Not yet recruiting,No Results Available,Covid 19,Other: patients COVID 19,"June 5, 2020","CH Antibes, Antibes, Alpes Maritimes, France|Ch Cannes, Pneumologie, Cannes, Alpes Maritimes, France|Ch Grasse, Grasse, Alpes Maritimes, France|CHU de nice, Nice, Alpes-Maritimes, France",https://ClinicalTrials.gov/show/NCT04418206
Study Chair,Manuel Monreal,Germans Trias i Pujol Hospital,,NCT04380792,manuel monreal,manuel,male,0.99,166605,664,NCT04380792,Prevalence of DVT or PE in Patients Infected With COVID-19 Admitted to Hospital,Recruiting,No Results Available,COVID-19,,"May 8, 2020","Manuel Monreal, Badalona, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04380792
Study Chair,Manuel Monreal,Germans Trias i Pujol Hospital,,NCT04380779,manuel monreal,manuel,male,0.99,166605,726,NCT04380779,Prevalence of Severe Bleeding in COVID-19 Patients Treated With Higher Than Recommended Thromboprophylaxis Doses,Recruiting,No Results Available,COVID-19,,"May 8, 2020","Manuel Monreal, Badalona, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04380779
Principal Investigator,"Manuel Castellà, MD PhD",Hospital Clínic de Barcelona,,NCT04361526,manuel castellà,manuel,male,0.99,166605,928,NCT04361526,Pilot Study on Cytokine Filtration in COVID-19 ARDS,Recruiting,No Results Available,Coronavirus Infection|Acute Respiratory Distress Syndrome|COVID,Device: Cytokine Adsorption,"April 24, 2020","Hospital Clínic de Barcelona, Barcelona, Spain",https://ClinicalTrials.gov/show/NCT04361526
Principal Investigator,"Manuel J Castillo, MD, PhD",Universidad de Granada,,NCT04334005,manuel j castillo,manuel,male,0.99,166605,968,NCT04334005,Vitamin D on Prevention and Treatment of COVID-19,Not yet recruiting,No Results Available,Patients Infected With COVID-19,Dietary Supplement: Vitamin D,"April 3, 2020","Universidad de Granada, Granada, Andalucia, Spain|Medicine Faculty, Granada, Spain",https://ClinicalTrials.gov/show/NCT04334005
Principal Investigator,"Reza Ardehali, MD, PhD","University of California, Los Angeles",,NCT04355143,reza ardehali,reza,male,0.97,11963,666,NCT04355143,Colchicine to Reduce Cardiac Injury in COVID-19 (COLHEART-19),Recruiting,No Results Available,COVID-19,Drug: Colchicine Tablets|Other: Current care per UCLA treating physicians,"April 21, 2020","UCLA Ronald Reagan Medical Center, Los Angeles, California, United States|UCLA Santa Monica Hospital, Santa Monica, California, United States",https://ClinicalTrials.gov/show/NCT04355143
Principal Investigator,"Dirk-Jan Slebos, MD PhD","UMCG, Department of pulmonology",,NCT04359459,dirk-jan slebos,dirk-jan,male,1.0,84,668,NCT04359459,Nasal Epithelial Genetic and Single Cell RNA COVID-19 Study,Not yet recruiting,No Results Available,COVID-19,,"April 24, 2020",,https://ClinicalTrials.gov/show/NCT04359459
Principal Investigator,"Janesh Pillay, MD PhD","UMCG, Intensive Care Medicine",,NCT04359459,janesh pillay,janesh,male,0.88,16,668,NCT04359459,Nasal Epithelial Genetic and Single Cell RNA COVID-19 Study,Not yet recruiting,No Results Available,COVID-19,,"April 24, 2020",,https://ClinicalTrials.gov/show/NCT04359459
Principal Investigator,Reem Jan,University of Chicago,,NCT04351620,reem jan,reem,female,0.95,4278,670,NCT04351620,High-dose Hydroxychloroquine for the Treatment of Ambulatory Patients With Mild COVID-19,Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine,"April 17, 2020","University of Chicago, Chicago, Illinois, United States",https://ClinicalTrials.gov/show/NCT04351620
Principal Investigator,Aliae Mohamed-Hussein,Assiut University,,NCT04319315,aliae mohamed-hussein,aliae,female,0.95,19,672,NCT04319315,Social Media Effect on Knowledge Dissemination During COVID-19 Virus Outbreak,Recruiting,No Results Available,COVID-19,Other: survey,"March 24, 2020","Assiut University Hospitals, Assiut, Egypt",https://ClinicalTrials.gov/show/NCT04319315
Principal Investigator,"Kamille A West, M.D.",National Institutes of Health Clinical Center (CC),,NCT04360278,kamille a west,kamille,female,0.89,469,673,NCT04360278,Plasma Collection From Convalescent and/or Immunized Donors for the Treatment of COVID-19,Recruiting,No Results Available,COVID-19,,"April 24, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States",https://ClinicalTrials.gov/show/NCT04360278
Principal Investigator,"Raimundo Gazitua, MD",Fundacion Arturo Lopez Perez,,NCT04384588,raimundo gazitua,raimundo,male,0.98,1054,675,NCT04384588,COVID19-Convalescent Plasma for Treating Patients With Active Symptomatic COVID 19 Infection (FALP-COVID),Recruiting,No Results Available,COVID-19 Infection|Cancer Patients|General Population,Biological: Convalescent Plasma from COVID-19 donors,"May 12, 2020","Fundacion Arturo Lopez Perez, Providencia, Santiago, Chile",https://ClinicalTrials.gov/show/NCT04384588
Principal Investigator,"Stavros Garantziotis, M.D.",National Institute of Environmental Health Sciences (NIEHS),,NCT04403386,stavros garantziotis,stavros,male,0.99,3069,679,NCT04403386,"Prospective Natural History Study of Smoking, Immune Cell Profiles, Epigenetics and COVID-19",Recruiting,No Results Available,COVID-19,,"May 27, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States|NIEHS Clinical Research Unit (CRU), Research Triangle Park, North Carolina, United States",https://ClinicalTrials.gov/show/NCT04403386
Principal Investigator,"Brandon Webb, MD","Intermountain Health Care, Inc.",,NCT04334382,brandon webb,brandon,male,0.99,14697,682,NCT04334382,Hydroxychloroquine vs. Azithromycin for Outpatients in Utah With COVID-19,Recruiting,No Results Available,COVID-19,Drug: Hydroxychloroquine|Drug: Azithromycin,"April 6, 2020","Intermountain Medical Center, Murray, Utah, United States|University of Utah, Salt Lake City, Utah, United States",https://ClinicalTrials.gov/show/NCT04334382
