role,name,affiliation,address,trial_id,processed_name,first_name
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT03987802,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Belinda M. Reininger, DrPH","The University of Texas Health Science Center, Houston",,NCT04035395,belinda m. reininger,belinda
Principal Investigator,"Winnie C Chu, MD",Chinese University of Hong Kong,,NCT03875625,winnie c chu,winnie
Principal Investigator,"Marie-Paule Schneider, Prof.","Center for Primary Care and Public Health (Unisante), University of Lausanne, Switzerland",,NCT04190251,marie-paule schneider,marie-paule
Principal Investigator,"Carole Bandiera, PhD student","Center for Primary Care and Public Health (Unisante), University of Lausanne, Switzerland",,NCT04190251,carole bandiera,carole
Principal Investigator,"Anne Zanchi, PhD-PD",CHUV (Centre hospitalier Universitaire Vaudois),,NCT04190251,anne zanchi,anne
Principal Investigator,"Dilay AÇIL, Asst.Prof.",Manisa Celal Bayar University,,NCT04104711,dilay açil,dilay
Study Director,"Zuhal BAHAR, Prof.",Koç University,,NCT04104711,zuhal bahar,zuhal
Study Chair,"Abdurrahman ÇÖMLEKÇİ, MD,Prof.",Dokuz Eylul University,,NCT04104711,abdurrahman çömlekçi̇,abdurrahman
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04152915,clinical reporting anchor and disclosure (1452),clinical
Study Director,Clinical Reporting Anchor and Disclosure (1452),Novo Nordisk A/S,,NCT04016974,clinical reporting anchor and disclosure (1452),clinical
Principal Investigator,"Alexander Mayorov, MD",National Medical Research Center of Endocrinology (ENC),,NCT04120974,alexander mayorov,alexander
Principal Investigator,"Christophe De Block, MD","University Hospital, Antwerp",,NCT04007003,christophe de block,christophe
Principal Investigator,"Michael H Brent, MD, FRCSC","University Health Network, Toronto Western Hospital",,NCT03927859,michael h brent,michael
Principal Investigator,"Onil Bhattacharyya, MD, PhD",Women's College Hospital,,NCT03927859,onil bhattacharyya,onil
Principal Investigator,"Laura Desveaux, PhD",Women's College Hospital,,NCT03927859,laura desveaux,laura
Principal Investigator,"Vess Stamenova, PhD",Women's College Hospital,,NCT03927859,vess stamenova,vess
Principal Investigator,kyungsang Yoo,Seoul National University Hospital,,NCT03867942,kyungsang yoo,kyungsang
Principal Investigator,"Kristina Groti Antonic, MD, PhD",University Medical Centre Ljubljana,,NCT03792321,kristina groti antonic,kristina
Study Director,Laura Wilkes,Banner University Medical Center,,NCT03946631,laura wilkes,laura
Principal Investigator,"Kisti Fuller, MD","Phoenix Perinatal Associates, Mednax",,NCT03946631,kisti fuller,kisti
Principal Investigator,"Nicole Ehrhardt, MD",George Washington University,,NCT03805412,nicole ehrhardt,nicole
Principal Investigator,"Bastiaan E de Galan, MD, PhD",Radboud University,,NCT03976271,bastiaan e de galan,bastiaan
Principal Investigator,"Ulrik Pedersen-Bjergaard, MD, PhD",Nordsjællands University Hospital,,NCT03976271,ulrik pedersen-bjergaard,ulrik
Principal Investigator,"Shao-Wen Weng, MD/PhD",Assistant Professor of Chang Gung University,,NCT04119167,shao-wen weng,shao-wen
Principal Investigator,"Stephanie Anzman Frasca, PhD",Assistant Professor,,NCT04051008,stephanie anzman frasca,stephanie
Principal Investigator,"Satish Garg, MD",Barbara Davis Center,,NCT03808376,satish garg,satish
Principal Investigator,"Meaghan Stumpf, MD",University of Virginia,,NCT04094064,meaghan stumpf,meaghan
Principal Investigator,"Sungsoo Park, MD, PhD",Korea University Anam Hospital,,NCT03821961,sungsoo park,sungsoo
Principal Investigator,"Bruno Caramelli, MD, PhD",University of Sao Paulo,,NCT04117763,bruno caramelli,bruno
Principal Investigator,"Wouter van Marken Lichtenbelt, Prof. Dr.",Maastricht University,,NCT03829982,wouter van marken lichtenbelt,wouter
